seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,32,4,2128,2128,2468,-65,4,4,0,-2,0,0,0,12,2403,2533,0,-4,0,0,3789,1014,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,56,7,1895,1612,2124,-165,2,4,2,6,0,0,0,30,1958,2289,10,4,0,0,6893,683,33,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
2,64,8,1662,1612,1865,-154,2,4,2,8,0,0,0,29,1711,2020,39,29,0,0,6893,683,33,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
3,72,9,1612,1612,1869,-208,2,2,0,12,0,0,0,34,1660,2078,80,69,0,0,6204,996,50,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
4,80,10,1612,1612,1869,-148,2,2,0,14,0,0,0,26,1721,2018,132,116,0,0,6204,996,50,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
5,88,11,1612,0,1114,-787,2,2,0,14,0,900,1902,23,326,1902,132,116,1,1,6204,996,50,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,11,4
6,96,12,1612,0,1114,-787,2,2,0,16,0,900,1902,18,326,1902,191,166,2,2,6409,1073,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,4
7,104,13,1612,0,1114,-787,2,2,0,13,1,900,1902,-9,326,1902,241,214,3,3,6409,1073,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,4
8,112,14,1612,0,1114,-794,2,2,0,3,11,900,1908,-58,320,1908,286,260,4,4,7610,627,30,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,70,11,4
9,120,15,1612,0,1114,-794,2,2,0,-10,25,900,1908,-111,320,1908,325,299,5,5,7610,627,30,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,4
10,128,16,1612,0,1114,-794,2,2,0,-18,33,900,1908,-128,320,1908,325,299,6,6,7610,627,30,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,4
11,136,17,1612,0,1114,-781,4,4,0,-37,52,900,1895,-161,332,1895,328,335,7,7,8359,1041,51,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,11,4
12,144,18,1612,0,1114,-781,4,4,0,-47,62,900,1895,-176,332,1895,321,365,8,8,8359,1041,51,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,4
13,152,19,1612,0,1114,-762,10,10,0,-69,84,900,1876,-199,352,1876,309,396,9,9,8485,1041,46,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,4
14,160,20,1612,0,1114,-762,10,10,0,-93,108,900,1876,-225,352,1876,309,396,10,10,8485,1083,46,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,4
