seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2923,-354,2,4,2,5,0,0,0,54,2568,3278,17,8,0,0,3929,1096,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2809,-175,-2,-2,0,32,0,0,0,25,2633,2984,272,210,0,0,3920,1211,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2642,241,-4,-4,0,20,0,0,0,-39,2884,2400,567,580,0,0,3505,1202,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2490,-353,-8,-8,0,42,0,0,0,31,2137,2844,881,874,0,0,3864,1097,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2408,-564,-10,-8,2,31,0,0,0,17,1844,2972,1025,1061,0,0,7019,1048,121,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2333,258,-12,-10,2,0,0,0,0,-103,2592,2074,1182,1203,0,0,3801,1058,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2284,-142,-2,2,4,-58,0,0,0,-32,2141,2426,1221,1361,0,0,3611,1204,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2240,491,-4,0,4,-53,0,0,0,-77,2732,1749,1391,1364,0,0,3676,1201,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2228,-177,0,4,4,-46,0,0,0,22,2051,2406,1388,1415,0,0,3866,1018,121,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2216,-253,2,6,4,-41,0,0,0,33,1962,2469,1412,1442,0,0,7023,917,121,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,528,66,2552,2552,2211,-255,4,6,2,-42,0,0,0,30,1956,2467,1425,1446,0,0,3697,877,121,42,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,552,69,2217,1520,1699,22,2,0,-2,-40,0,0,0,-8,1721,1677,1438,1431,0,0,3699,797,121,38,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,1
12,560,70,1882,1520,1340,135,2,0,-2,-44,0,0,0,-28,1476,1204,1452,1446,0,0,3699,797,121,38,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,2
13,568,71,1547,1520,984,100,2,0,-2,-46,0,0,0,-26,1085,884,1462,1451,0,0,3699,797,121,38,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,3
