seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,ip_visual_row,ip_ctrl_row,ip_ctrl_dir,ip_ctrl_score,ip_ctrl_reason,fast_ra_type,fast_front,fast_left,fast_right,line_takeover_ready,line_takeover_cnt,exit_boost_active,exit_boost_cnt,hard_outer_dynamic,yaw_pred,yaw_remain,outer_scale,takeover_valid_rows,takeover_error,takeover_lookahead,takeover_trend,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2930,-287,4,4,0,9,0,0,0,41,2642,3217,0,-3,0,0,3446,1271,118,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2813,-29,0,-2,-2,25,0,0,0,4,2783,2842,252,213,0,0,3665,1415,118,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2657,-304,0,0,0,23,0,0,0,40,2353,2961,530,557,0,0,6983,1203,118,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2516,132,-6,-6,0,19,0,0,0,-30,2648,2384,829,824,0,0,5313,1264,118,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2446,190,-6,-4,2,-6,0,0,0,-50,2636,2255,948,986,0,0,3616,1260,117,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2367,442,-4,-2,2,-39,0,0,0,-72,2809,1924,1091,1159,0,0,3539,1261,117,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2295,-404,-2,0,2,-18,0,0,0,55,1891,2699,1264,1272,0,0,3417,1407,117,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2271,-363,-6,-4,2,-1,0,0,0,36,1908,2634,1334,1299,0,0,6928,1235,117,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2240,-613,-12,-8,4,5,0,0,0,15,1627,2853,1384,1373,0,0,5685,1166,117,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2221,170,-12,-8,4,-31,0,0,0,-97,2391,2051,1397,1435,0,0,3786,1147,117,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
10,504,63,1018,1450,0,0,-10,-6,4,-35,0,0,0,-22,0,0,1351,1443,0,0,7002,1101,117,44,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,56,63,0
11,512,64,1018,1450,1010,-1270,-10,-4,6,-39,3,800,2281,-32,-260,2281,1367,1446,1,1,3750,1086,117,43,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,13,786,100,43,-10,-4,6,0,0,0,0,0,4,56,63,0
12,520,65,1018,1450,1010,-1270,-10,-4,6,-42,6,800,2281,-42,-260,2281,1391,1443,2,2,3750,1086,117,43,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,19,780,100,43,-10,-4,6,0,0,0,0,0,0,56,63,0
13,528,66,1018,1450,1010,-1270,-10,-4,6,-50,14,800,2281,-64,-260,2281,1391,1443,3,3,3750,1086,117,43,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,33,766,100,43,-10,-4,6,0,0,0,0,0,0,56,63,0
14,536,67,1018,1450,998,-1258,-8,-4,4,-71,35,800,2256,-147,-260,2256,1391,1443,4,4,8388,1028,117,40,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,79,720,100,40,-8,-4,4,0,0,0,0,0,2,56,63,0
15,544,68,1018,1450,998,-1258,-8,-4,4,-84,48,800,2256,-191,-260,2256,1391,1443,5,5,8388,1028,117,40,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,106,693,100,40,-8,-4,4,0,0,0,0,0,0,56,63,0
16,552,69,1018,1450,998,-1258,-8,-4,4,-110,74,800,2256,-230,-260,2256,1321,1387,6,6,8388,1028,117,40,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,144,655,100,40,-8,-4,4,0,0,0,0,0,0,56,63,0
17,560,70,1018,1450,998,-1258,-4,4,8,-126,90,800,2256,-257,-260,2256,1234,1410,7,7,8561,1010,117,39,1,1,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,167,632,100,39,-4,4,8,0,0,0,0,2,0,56,63,0
18,568,71,1018,1450,998,-1258,-4,4,8,-163,127,800,2256,-332,-260,2256,1069,1406,8,8,8561,1010,117,39,1,1,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,227,572,100,39,-4,4,8,0,0,0,0,2,0,56,63,0
