seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
398,5528,691,1575,1575,1597,249,-2,10,12,1321,0,0,0,-25,1847,1348,632,592,0,0,10379,121,50,0,0,0,0,0,0,0,0,8,5,2,0,4,0,0,1,0,0,0,0,0,0
399,5560,695,1575,1575,1567,-374,2,12,10,1342,0,0,0,68,1193,1941,657,689,0,0,8854,122,51,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0
400,5592,699,1575,1575,1548,184,4,16,12,1339,0,0,0,-7,1732,1363,734,689,0,0,8845,122,51,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0
401,5624,703,1575,1575,1531,-244,10,20,10,1360,0,0,0,59,1286,1775,731,760,0,0,8935,3593,50,0,0,0,0,0,0,0,0,8,5,2,0,4,0,0,1,0,0,0,0,0,0
402,5656,707,1459,1275,1301,125,10,22,12,1368,0,0,0,41,1426,1176,807,765,0,0,10356,120,50,0,0,0,0,0,0,0,0,8,5,2,0,5,0,0,0,0,0,0,0,0,0
403,5688,711,1575,1575,1688,-170,12,22,10,1402,0,0,0,93,1518,1858,798,764,0,0,10454,194,47,0,0,0,0,0,0,0,0,8,5,2,0,4,0,0,1,0,0,0,0,0,0
404,5720,715,1275,1275,849,228,14,22,8,1417,0,0,0,44,1077,621,812,751,0,0,8297,100,35,0,0,0,0,0,0,0,0,8,5,2,0,5,0,0,0,0,0,0,0,0,0
405,5752,719,1110,1110,731,91,18,22,4,1433,0,0,0,70,823,640,781,740,0,0,7996,95,31,0,0,0,0,0,0,0,0,8,5,2,0,5,0,0,0,0,0,0,0,0,0
406,5768,721,1309,1500,1545,-146,20,22,2,1454,0,0,0,95,1398,1691,740,697,1,0,9347,896,29,5,0,0,2,56,70,52,0,8,5,2,0,1,0,5,1,56,0,36,6,66,0
407,5776,722,1500,1500,1508,-95,20,22,2,1458,3,0,0,88,1412,1603,740,697,2,0,9347,896,29,5,0,0,2,56,70,52,0,8,5,2,0,1,0,5,0,56,0,36,6,66,0
408,5784,723,1500,1500,1476,11,18,20,2,1464,10,0,0,73,1487,1464,729,666,3,0,7688,219,27,5,0,2,2,60,70,52,0,8,5,2,0,1,0,5,1,60,0,36,6,66,0
409,5792,724,1500,1500,1485,0,18,20,2,1467,12,0,0,66,1485,1485,716,641,4,0,7688,219,27,5,0,2,2,60,70,52,0,8,5,2,0,1,0,5,0,60,0,36,6,66,0
410,5800,725,1500,1500,736,577,18,20,2,1474,19,800,1314,70,1314,158,698,623,5,1,7688,219,27,5,0,3,2,60,70,52,0,8,5,2,0,1,0,5,1,60,0,36,6,66,0
411,5808,726,1500,1500,1630,1313,18,18,0,1480,26,800,2944,67,2944,317,691,629,6,2,9040,211,25,5,0,3,2,64,70,52,0,8,5,2,0,1,0,5,1,64,0,36,6,66,0
412,5816,727,1500,1500,1613,1296,18,18,0,1485,31,800,2909,78,2909,317,691,629,7,3,9040,211,25,5,0,3,2,64,70,52,0,8,5,2,0,1,0,5,0,64,0,36,6,66,0
413,5824,728,1500,1500,1503,1185,18,18,0,1505,50,800,2689,152,2689,317,679,622,8,4,7121,211,22,5,0,3,2,70,70,52,0,8,5,2,0,1,0,5,1,70,0,36,6,66,0
414,5832,729,1500,1500,1420,1103,18,18,0,1520,66,800,2524,208,2524,317,667,616,9,5,7121,211,22,5,0,3,2,70,70,52,0,8,5,2,0,1,0,5,0,70,0,36,6,66,0
415,5840,730,1500,1500,1276,958,12,0,-12,1557,103,800,2234,305,2234,317,659,598,10,6,8046,99,21,5,0,3,2,70,70,52,0,8,5,2,0,1,0,5,1,70,0,36,6,66,0
416,5848,731,1500,1500,1191,874,12,0,-12,1598,143,800,2065,362,2065,317,659,598,11,7,8046,99,21,5,0,3,2,70,70,52,0,8,5,2,0,1,0,5,1,70,0,36,6,66,0
417,5856,732,1500,1500,1154,837,12,0,-12,1620,165,800,1992,386,1992,317,697,569,12,8,8046,99,21,5,0,3,2,70,70,52,0,8,5,2,0,1,0,5,0,70,0,36,6,66,0
418,5864,733,1500,1500,1117,800,4,0,-4,1663,208,800,1918,411,1918,317,740,537,13,9,6614,92,19,5,0,3,2,74,70,52,0,8,5,2,0,1,0,5,1,74,0,36,6,66,0
419,5872,734,1500,1500,1104,787,4,0,-4,1684,230,800,1892,420,1892,317,787,510,14,10,6614,92,19,5,0,3,2,74,70,52,0,8,5,2,0,1,0,5,0,74,0,36,6,66,0
