seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2925,-343,4,4,0,9,0,0,0,51,2582,3269,11,5,0,0,4056,1057,119,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2798,-71,0,0,0,26,0,0,0,12,2727,2869,285,239,0,0,6727,658,119,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2699,-39,0,0,0,14,0,0,0,1,2660,2738,461,459,0,0,3664,1049,119,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2525,161,-6,-6,0,30,0,0,0,-29,2686,2363,822,796,0,0,3542,1184,119,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2438,25,-4,-4,0,7,0,0,0,-17,2464,2412,956,1009,0,0,3778,1203,119,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2379,-454,-10,-8,2,36,0,0,0,26,1925,2833,1123,1077,0,0,3692,1058,119,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2341,-321,-10,-6,4,12,0,0,0,-14,2019,2662,1153,1201,0,0,6875,867,119,42,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2299,99,-12,-10,2,0,0,0,0,-80,2398,2199,1263,1258,0,0,3871,1019,118,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2274,-407,-8,-6,2,-14,0,0,0,-3,1867,2681,1283,1338,0,0,3840,1144,118,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2261,-253,-8,-4,4,-20,0,0,0,-18,2007,2515,1329,1344,0,0,3851,1105,118,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,528,66,2552,2552,2243,-100,-6,-2,4,-37,0,0,0,-31,2143,2343,1357,1388,0,0,3828,882,118,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,576,72,2552,2552,2230,42,-2,2,4,-47,0,0,0,-21,2272,2188,1374,1422,0,0,6947,796,118,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,592,74,2217,1893,1717,-628,-2,-2,0,-47,0,0,0,6,1089,2345,1372,1426,0,0,3606,869,118,35,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
13,600,75,1893,1893,1382,-826,-2,-2,0,-46,0,0,0,7,556,2208,1381,1417,0,0,3606,869,118,35,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
14,608,76,1704,1305,854,-812,-4,-20,-16,-48,0,0,0,-8,42,1666,1391,1415,0,0,5970,688,118,33,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,3
15,616,77,1704,0,1136,-810,-4,-20,-16,-52,0,900,1947,-36,325,1947,1405,1429,1,1,5970,688,118,33,1,0,3,1,50,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,77,3
16,624,78,1704,0,1136,-810,-4,-20,-16,-65,12,900,1947,-87,325,1947,1410,1433,2,2,5970,688,118,33,1,0,3,1,50,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,65150,3
33799,319472,39934,-20991,17671,-25853,20485,6912,4096,4115,-10752,5120,30208,1025,769,28198,7168,0,0,1,1024,28170,11804,22535,0,77,0,50,3,0,31,0,93,6,168,0,0,4,112,252,214,0,0,0,0,0,0,1,109,65119,3
33799,319472,39934,-17919,17671,-25853,20485,6912,4352,4371,-10752,5120,30208,1025,769,28198,7168,0,0,1,1024,28170,11804,22535,0,77,0,50,3,170,85,161,1,40,0,32,0,94,6,168,0,0,4,108,252,217,0,0,0,0,0
65082,3208,401,900,1940,-343,325,1940,822,1299,18,18,5068,19,118,4,259,366,9756,0,0,0,260,110,10,46,28,88,7,0,77,0,50,3,0,33,0,95,6,168,0,0,4,112,252,214,0,0,0,0,0
36,784,98,1704,0,1133,-808,0,0,0,-559,506,900,1942,-342,325,1942,735,1210,22,22,5068,20,118,0,4,1,3,1,110,38,28,0,0,0,0,0,0,1,4,0,110,10,46,28,88,7,0,50,77,3
37,792,99,1704,0,1131,-806,0,0,0,-594,541,900,1938,-344,325,1938,727,1197,23,23,5068,19,118,0,4,1,3,1,110,38,28,0,0,0,0,0,0,1,4,0,110,10,46,28,88,5,0,50,77,3
38,800,100,1704,0,1136,-810,0,0,0,-610,558,900,1947,-340,325,1947,732,1184,24,24,5068,19,118,0,4,1,3,1,110,38,28,0,0,0,0,0,0,1,4,0,110,10,46,28,88,5,0,50,77,3
39,808,101,1704,0,1129,-803,0,0,0,-645,593,900,1933,-345,325,1933,712,1154,25,25,6423,20,118,0,4,0,3,1,110,38,28,0,0,0,0,0,0,1,4,0,110,10,46,28,88,0,0,50,77,3
40,816,102,1704,0,1117,-791,0,0,0,-664,611,900,1909,-353,325,1909,712,1154,26,26,6423,20,118,0,4,0,3,1,110,38,28,0,0,0,0,0,0,1,4,0,110,10,46,28,88,0,0,50,77,3
