seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2926,-228,0,0,0,2,0,0,0,31,2698,3155,7,5,0,0,3557,1057,118,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2842,-345,-4,-4,0,21,0,0,0,42,2496,3188,187,161,0,0,3813,1037,118,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2740,-170,-6,-6,0,30,0,0,0,4,2569,2911,399,358,0,0,3817,1058,118,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2536,-217,-10,-8,2,19,0,0,0,-25,2319,2753,776,795,0,0,3720,1058,118,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2443,-91,-12,-10,2,1,0,0,0,-56,2352,2535,951,992,0,0,5650,1064,118,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2365,-461,-12,-8,4,-9,0,0,0,-17,1904,2827,1097,1159,0,0,3809,1038,118,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2310,-40,-8,-4,4,-40,0,0,0,-60,2270,2350,1203,1273,0,0,3916,1048,118,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2276,-167,-8,-4,4,-50,0,0,0,-33,2108,2444,1284,1330,0,0,3955,1037,118,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2255,-11,-4,0,4,-63,0,0,0,-29,2243,2267,1327,1369,0,0,3894,1017,118,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2251,-28,-2,2,4,-65,0,0,0,-7,2222,2280,1341,1373,0,0,5781,1042,118,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
