seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2929,-213,4,6,2,0,0,0,0,39,2715,3143,0,0,0,0,3983,1057,120,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2818,-216,2,2,0,26,0,0,0,36,2601,3034,249,196,0,0,4145,1038,120,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2644,388,-2,-2,0,13,0,0,0,-51,3033,2256,553,586,0,0,3899,1058,120,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2555,-303,-2,-2,0,34,0,0,0,45,2251,2858,743,755,0,0,7056,960,120,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2458,-23,-6,-4,2,23,0,0,0,-13,2435,2481,934,951,0,0,5511,843,120,41,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2397,-538,-8,-6,2,39,0,0,0,37,1859,2935,1060,1068,0,0,3758,1058,120,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2341,-83,-10,-6,4,14,0,0,0,-47,2258,2425,1145,1206,0,0,3697,1039,119,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2303,-178,-12,-8,4,12,0,0,0,-39,2125,2482,1235,1268,0,0,3938,1020,119,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2278,-255,-10,-6,4,-6,0,0,0,-30,2023,2534,1266,1337,0,0,7200,941,119,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2263,-225,-8,-2,6,-21,0,0,0,-21,2037,2489,1303,1360,0,0,5596,901,119,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,528,66,2552,2552,2252,-138,-6,0,6,-32,0,0,0,-21,2114,2390,1331,1378,0,0,3611,882,119,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,576,72,2552,2552,2242,-56,-2,-2,0,-41,0,0,0,-11,2185,2299,1359,1388,0,0,3572,804,119,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,584,73,2552,0,1459,-1136,-2,-2,0,-40,0,900,2596,0,322,2596,1367,1391,1,1,3572,936,119,38,1,0,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,73,0
13,592,74,2552,0,1459,-1136,-2,-2,0,-38,0,900,2596,15,322,2596,1375,1414,2,2,3572,936,119,38,1,0,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,73,0
14,600,75,2552,0,1459,-1136,0,2,2,-37,0,900,2596,11,322,2596,1382,1410,3,3,7733,936,119,32,1,0,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,73,0
15,608,76,2552,0,1459,-1136,0,2,2,-36,0,900,2596,10,322,2596,1382,1410,4,4,7733,826,119,32,1,0,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,44,73,0
16,616,77,2552,0,1459,-1136,0,2,2,-36,0,900,2596,5,322,2596,1393,1397,5,5,7733,826,119,32,1,0,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,44,73,0
17,624,78,2552,0,1459,-1136,-2,-18,-16,-38,0,900,2596,-10,322,2596,1402,1395,6,6,7587,615,119,28,1,1,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,44,73,0
18,632,79,2552,0,1459,-1136,-2,-18,-16,-37,0,900,2596,1,322,2596,1417,1420,7,7,7587,615,119,28,1,1,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,44,73,0
19,640,80,2552,0,1459,-1136,-2,0,2,-34,0,900,2596,14,322,2596,1417,1420,8,8,6658,615,119,20,1,1,3,1,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,44,73,0
20,648,81,2552,0,1459,-1136,-2,0,2,-34,0,900,2596,14,322,2596,1447,1461,9,9,6658,2827,119,20,4,1,3,1,72,30,0,0,0,0,0,0,0,0,4,0,72,8,44,25,85,71,0,44,73,0
21,656,82,2552,0,1459,-1136,-2,0,2,-34,0,900,2596,5,322,2596,1437,1444,10,10,6658,2827,119,20,4,1,3,1,72,30,0,0,0,0,0,0,0,0,4,0,72,8,44,25,85,71,0,44,73,0
22,664,83,2552,0,1459,-1136,-4,0,4,-33,0,900,2596,5,322,2596,1447,1438,11,11,7164,2284,119,10,4,1,3,1,92,30,0,0,0,0,0,0,0,0,4,0,92,8,44,25,85,71,0,44,73,0
23,672,84,2552,0,1459,-1136,-4,0,4,-33,0,900,2596,4,322,2596,1451,1450,12,12,7164,2284,119,10,4,1,3,1,92,30,0,0,0,0,0,0,0,0,4,0,92,8,44,25,85,71,0,44,73,0
24,680,85,2552,0,1459,-1136,0,0,0,-34,0,900,2596,-3,322,2596,1451,1450,13,13,4927,20,119,0,4,1,3,1,92,30,0,0,0,0,0,0,0,1,4,0,92,8,44,25,85,71,0,44,73,0
