seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,ip_visual_row,ip_ctrl_row,ip_ctrl_dir,ip_ctrl_score,ip_ctrl_reason,fast_ra_type,fast_front,fast_left,fast_right,line_takeover_ready,line_takeover_cnt,exit_boost_active,exit_boost_cnt,hard_outer_dynamic,yaw_pred,yaw_remain,outer_scale,takeover_valid_rows,takeover_error,takeover_lookahead,takeover_trend,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
10,392,49,2552,0,1350,0,-10,-10,0,-2,21,800,2295,-120,1350,1350,1258,1309,4,4,7337,961,115,29,0,0,5,1,12,38,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,32,767,100,29,-10,-10,0,0,0,0,0,0,0,12,46,0
11,400,50,2552,0,1400,490,-10,-10,0,-27,45,800,2295,-195,1890,909,1275,1312,5,4,7337,961,114,29,0,0,5,1,12,38,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,32,767,100,29,-10,-10,0,0,0,0,0,0,0,12,46,0
12,408,51,2552,0,1350,0,-10,-28,-18,-51,70,800,2295,-218,1350,1350,1251,1313,6,4,5377,2761,114,24,4,0,5,1,64,38,18,1,1,1,1,0,0,0,4,0,64,64,64,0,100,1,0,1,0,0,0,0,0,0,1850,32,767,100,24,-10,-28,-18,4,40,27,87,0,8,12,46,0
13,416,52,2552,0,1350,0,-10,-28,-18,-59,78,800,2295,-198,1350,1350,1251,1313,7,4,5377,2761,114,24,4,0,5,1,64,38,18,1,1,1,1,0,0,0,4,0,64,64,64,0,100,1,0,1,0,0,0,0,0,0,1850,32,767,100,24,-10,-28,-18,4,40,27,87,0,8,12,46,0
14,424,53,2552,0,1350,0,-10,-42,-32,-69,0,0,0,-140,1350,1350,1193,1329,0,0,7053,665,114,20,4,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,74,74,74,0,100,1,0,1,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,4,40,27,87,0,0,12,46,0
15,432,54,2754,1056,1496,1283,-10,-42,-32,-73,0,0,0,-116,2780,213,1100,1348,0,0,7053,665,114,20,4,0,0,0,0,0,0,0,1,1,1,0,7,0,4,0,74,74,74,0,100,1,0,1,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,4,40,27,87,0,0,12,46,0
16,440,55,2565,1056,1570,387,-10,-42,-32,-77,0,0,0,-71,1958,1183,1094,1327,0,0,7053,665,114,20,4,0,0,0,0,0,0,0,1,1,1,0,7,0,4,0,74,74,74,0,100,1,0,1,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,4,40,27,87,0,0,12,46,0
17,464,58,1852,880,862,-232,-18,-2,16,-81,0,0,0,-10,630,1094,1120,1246,0,0,6511,357,114,4,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,104,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,1
18,472,59,1517,880,704,-240,-18,-2,16,-81,0,0,0,-9,464,944,1127,1218,0,0,6511,357,114,4,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,104,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,2
19,480,60,1182,560,921,-122,0,0,0,-82,0,0,0,-8,798,1044,1135,1204,0,0,3015,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,100,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,3
20,488,61,847,560,274,98,0,0,0,-85,0,0,0,-26,372,176,1127,1184,0,0,3015,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,100,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,4
21,496,62,560,560,0,0,0,0,0,-88,0,0,0,-36,0,0,1127,1184,0,0,3015,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,100,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,5
22,504,63,560,560,0,0,0,0,0,-93,0,0,0,-40,0,0,1122,1153,0,0,4930,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,96,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,6
23,512,64,560,560,0,0,0,0,0,-95,0,0,0,-40,0,0,1096,1124,0,0,4930,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,96,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,7
24,520,65,560,560,0,0,0,0,0,-99,0,0,0,-43,0,0,1074,1106,0,0,4930,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,96,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,8
25,528,66,560,560,0,0,0,0,0,-106,0,0,0,-59,0,0,1074,1106,0,0,5079,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,92,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,9
26,536,67,560,560,0,0,0,0,0,-108,0,0,0,-56,0,0,1038,1076,0,0,5079,268,114,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,92,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,2,0,12,46,10
27,544,68,560,560,0,0,0,0,0,-114,0,0,0,-58,0,0,978,1032,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,88,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
28,552,69,560,560,0,0,0,0,0,-118,0,0,0,-66,0,0,921,952,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,88,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
29,560,70,560,560,0,0,0,0,0,-123,0,0,0,-55,0,0,860,863,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,88,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
30,568,71,770,770,328,281,0,0,0,-127,0,0,0,-46,610,46,860,863,0,0,5078,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,84,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
31,576,72,770,770,238,226,0,0,0,-129,0,0,0,-43,464,11,814,806,0,0,5078,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,84,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
32,584,73,770,770,260,115,0,0,0,-130,0,0,0,-21,376,145,767,767,0,0,6277,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,80,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
33,592,74,770,770,287,99,0,0,0,-130,0,0,0,-16,387,188,727,747,0,0,6277,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,80,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
34,600,75,770,770,329,-12,0,0,0,-129,0,0,0,-1,317,342,685,720,0,0,6277,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,80,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
35,608,76,770,770,354,0,0,0,0,-129,0,0,0,1,354,354,685,720,0,0,5078,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,76,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
36,616,77,770,770,404,0,0,0,0,-129,0,0,0,1,404,404,659,686,0,0,5078,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,76,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
37,624,78,770,770,471,0,0,0,0,-129,0,0,0,-2,471,471,631,642,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,72,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
38,632,79,770,770,551,36,0,0,0,-130,0,0,0,-5,588,514,596,604,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,72,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
39,640,80,770,770,613,47,0,0,0,-131,0,0,0,-7,660,565,596,604,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,72,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
40,648,81,770,770,701,47,0,0,0,-132,0,0,0,-7,748,654,565,573,0,0,5078,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,68,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
41,656,82,770,770,791,37,0,0,0,-132,0,0,0,-6,828,754,529,539,0,0,5078,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,68,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
42,664,83,770,770,804,49,0,0,0,-133,0,0,0,-7,853,754,504,513,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,64,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
43,672,84,770,770,816,27,0,0,0,-133,0,0,0,-4,843,789,480,489,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,64,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
44,680,85,770,770,816,-3,0,0,0,-133,0,0,0,-1,812,819,480,489,0,0,4930,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,64,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
45,688,86,770,770,826,0,0,0,0,-132,0,0,0,2,826,826,464,465,0,0,5080,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,60,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
46,696,87,770,770,834,0,0,0,0,-132,0,0,0,3,834,834,448,449,0,0,5080,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,60,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
47,704,88,770,770,839,-30,0,0,0,-131,0,0,0,4,809,869,438,439,0,0,6279,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,56,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
48,712,89,770,770,845,3,0,0,0,-131,0,0,0,2,848,841,427,427,0,0,6279,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,56,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
49,720,90,770,770,845,-44,0,0,0,-130,0,0,0,6,800,889,427,427,0,0,6279,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,56,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
50,728,91,770,770,849,4,0,0,0,-131,0,0,0,0,854,844,416,421,0,0,5068,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,52,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
51,736,92,770,770,852,0,0,0,0,-131,0,0,0,0,852,852,412,414,0,0,5068,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,52,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
52,744,93,770,770,854,0,0,0,0,-131,0,0,0,-1,854,854,407,408,0,0,4919,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,48,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
53,752,94,770,770,854,0,0,0,0,-131,0,0,0,-3,854,854,407,408,0,0,4919,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,48,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
54,760,95,770,770,857,0,0,0,0,-131,0,0,0,0,857,857,403,400,0,0,4919,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,48,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
55,768,96,770,770,862,0,0,0,0,-132,0,0,0,-3,862,862,392,392,0,0,5068,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,44,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
56,776,97,770,770,866,0,0,0,0,-131,0,0,0,1,866,866,382,386,0,0,5068,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,44,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
57,784,98,770,770,870,35,0,0,0,-132,0,0,0,-4,905,835,372,379,0,0,4920,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,40,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
58,792,99,770,770,870,30,0,0,0,-132,0,0,0,-4,901,839,372,379,0,0,4920,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,40,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
59,800,100,770,770,875,-3,0,0,0,-132,0,0,0,0,871,879,362,370,0,0,4920,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,40,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
60,808,101,770,770,878,0,0,0,0,-132,0,0,0,-1,878,878,356,363,0,0,5067,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,36,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
61,816,102,770,770,880,0,0,0,0,-132,0,0,0,-2,880,880,356,357,0,0,5067,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,36,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
62,824,103,770,770,882,56,0,0,0,-134,0,0,0,-8,938,825,353,353,0,0,6270,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,32,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
63,832,104,770,770,882,44,0,0,0,-134,0,0,0,-7,926,837,353,353,0,0,6270,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,32,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
64,840,105,770,770,884,-5,0,0,0,-133,0,0,0,0,878,889,350,348,0,0,6270,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,32,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
65,848,106,770,770,885,0,0,0,0,-133,0,0,0,2,885,885,346,346,0,0,5067,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,28,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
66,856,107,770,770,888,-55,0,0,0,-132,0,0,0,7,832,943,338,343,0,0,5067,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,28,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
67,864,108,770,770,888,-39,0,0,0,-132,0,0,0,6,849,927,338,343,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,24,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
68,872,109,770,770,889,-28,0,0,0,-131,0,0,0,4,860,917,337,341,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,24,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
69,880,110,770,770,890,3,0,0,0,-131,0,0,0,2,893,886,338,335,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,24,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
70,888,111,770,770,891,34,0,0,0,-132,0,0,0,-4,926,857,335,332,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,20,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
71,896,112,770,770,891,-3,0,0,0,-132,0,0,0,-1,887,894,335,334,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,20,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
72,904,113,770,770,891,0,0,0,0,-132,0,0,0,1,891,891,335,334,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,16,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
73,912,114,770,770,891,0,0,0,0,-132,0,0,0,1,891,891,334,335,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,16,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
74,920,115,770,770,893,0,0,0,0,-132,0,0,0,2,893,893,327,332,0,0,5069,268,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,16,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
75,928,116,770,770,895,0,0,0,0,-131,0,0,0,2,895,895,326,327,0,0,5067,261,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,12,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
76,936,117,770,770,897,0,0,0,0,-131,0,0,0,1,897,897,323,322,0,0,5067,261,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,12,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
77,944,118,770,770,897,0,0,0,0,-131,0,0,0,0,897,897,323,322,0,0,6420,261,114,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,8,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
78,952,119,0,0,897,0,0,0,0,-131,0,0,0,2,750,950,316,317,0,0,6420,261,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,8,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
79,960,120,0,0,897,0,0,0,0,-132,0,0,0,-2,750,950,317,319,0,0,6420,261,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,8,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
80,968,121,0,0,897,0,0,0,0,-132,0,0,0,-5,750,950,313,316,0,0,5049,262,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
81,976,122,0,0,897,0,0,0,0,-133,0,0,0,-10,750,950,313,316,0,0,5049,262,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
82,984,123,0,0,897,0,0,0,0,-136,0,0,0,-16,750,950,311,314,0,0,5059,262,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
83,992,124,0,0,897,0,0,0,0,-137,0,0,0,-17,750,950,309,315,0,0,5059,262,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
84,1000,125,0,0,897,0,0,0,0,-140,0,0,0,-28,750,950,310,317,0,0,5059,262,114,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1850,32,767,100,20,-10,-42,-32,0,0,0,0,0,0,12,46,0
