seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,32,4,2128,2128,2468,-69,4,6,2,-1,0,0,0,17,2398,2538,1,0,0,0,3552,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,8,2128,2128,2468,-368,2,4,2,20,0,0,0,63,2099,2837,37,23,0,0,6929,1062,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,96,12,2128,2128,2450,-94,0,2,2,30,0,0,0,19,2355,2544,80,56,0,0,4052,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,128,16,2128,2128,2320,-73,0,0,0,34,0,0,0,13,2247,2393,337,318,0,0,5793,958,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,160,20,2128,2128,2251,-220,-2,-2,0,43,0,0,0,32,2030,2471,475,458,0,0,3788,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,192,24,2128,2128,2186,-44,-4,-4,0,47,0,0,0,5,2142,2230,610,581,0,0,6853,1165,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,224,28,2128,2128,2124,-6,-6,-6,0,44,0,0,0,-6,2118,2131,715,723,0,0,3704,1033,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,256,32,2128,2128,2088,-346,-6,-6,0,55,0,0,0,36,1741,2434,796,788,0,0,5642,859,41,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,288,36,2128,2128,2061,-162,-10,-8,2,50,0,0,0,-10,1899,2224,842,848,0,0,3830,1062,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,320,40,2128,2128,2052,-266,-12,-8,4,51,0,0,0,-4,1786,2319,857,869,0,0,6898,1087,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,352,44,2128,2128,2014,-209,-12,-10,2,41,0,0,0,-24,1804,2223,922,959,0,0,3765,1043,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,384,48,2128,2128,1987,-140,-14,-10,4,32,0,0,0,-39,1847,2127,986,1001,0,0,3858,1003,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,416,52,2128,2128,1977,-219,-12,-8,4,19,0,0,0,-30,1758,2197,983,1043,0,0,3909,1043,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,448,56,2128,2128,1968,19,-12,-8,4,3,0,0,0,-57,1988,1948,1021,1044,0,0,3899,1023,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,480,60,2128,2128,1967,-305,-10,-6,4,-5,0,0,0,-12,1662,2273,1003,1064,0,0,3755,1023,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,512,64,2128,2128,1958,-45,-10,-6,4,-10,0,0,0,-45,1912,2004,1044,1059,0,0,3840,1003,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,544,68,2128,2128,1959,-385,-8,-2,6,-17,0,0,0,6,1573,2344,1026,1075,0,0,7068,1004,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
17,576,72,2128,2128,1949,64,-6,-2,4,-30,0,0,0,-53,2014,1884,1059,1080,0,0,3912,964,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18,608,76,2128,2128,1951,-314,-4,2,6,-30,0,0,0,16,1636,2266,1044,1086,0,0,5664,918,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
19,640,80,2128,2128,1944,228,-2,4,6,-44,0,0,0,-50,2172,1715,1066,1094,0,0,3582,886,42,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
20,672,84,2128,2128,1943,-337,0,4,4,-33,0,0,0,36,1606,2281,1072,1090,0,0,6815,968,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
21,688,86,1895,1612,1580,171,0,4,4,-41,0,0,0,-35,1751,1408,1089,1101,0,0,3591,949,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
22,696,87,1662,1612,1336,196,0,4,4,-43,0,0,0,-43,1532,1139,1092,1095,0,0,3591,949,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
23,704,88,1612,1612,1373,120,2,-2,-4,-48,0,0,0,-41,1494,1252,1088,1091,0,0,5779,748,36,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
24,712,89,1612,1612,1397,-109,2,-2,-4,-46,0,0,0,-12,1288,1507,1083,1096,0,0,5779,748,36,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
25,720,90,1612,0,1152,-821,2,-2,-4,-41,0,900,1974,20,331,1974,1076,1105,1,1,5779,748,36,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,90,4
26,728,91,1612,0,1152,-821,2,-12,-14,-36,0,900,1974,34,331,1974,1076,1105,2,2,5564,748,35,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,70,90,4
27,736,92,1612,0,1152,-821,2,-12,-14,-38,0,900,1974,8,331,1974,1077,1103,3,3,5564,748,35,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,70,90,4
28,744,93,1612,0,1152,-821,2,-6,-8,-49,8,900,1974,-63,331,1974,1068,1083,4,4,7534,748,30,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,70,90,4
