seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
0,32,4,2508,2508,2883,-83,-12,-14,-2,2,0,0,0,12,2799,2966,0,0,0,0,8111,115,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,64,8,2508,2508,2845,-95,-12,-14,-2,7,0,0,0,17,2749,2941,77,76,0,0,9431,115,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2,96,12,2508,2508,2753,-263,-14,-16,-2,27,0,0,0,68,2490,3017,267,251,0,0,9411,114,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3,128,16,2508,2508,2673,-304,-16,-18,-2,53,0,0,0,80,2369,2977,445,395,0,0,8036,114,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
4,136,17,2348,1505,2338,-336,-20,-22,-2,61,0,0,0,84,2002,2675,490,452,0,0,9405,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
5,144,18,2188,1505,2152,-341,-20,-22,-2,65,0,0,0,84,1811,2493,490,452,0,0,9405,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
6,152,19,2508,2508,2803,-367,-22,-26,-4,74,0,0,0,84,2435,3170,557,511,0,0,8088,114,46,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
7,160,20,2508,2508,2526,-343,-22,-26,-4,77,0,0,0,76,2183,2869,607,536,0,0,8088,114,46,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
8,168,21,2348,1505,2206,-262,-22,-26,-4,81,0,0,0,54,1943,2469,644,568,0,0,8088,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
9,176,22,2188,1505,2008,-242,-26,-28,-2,84,0,0,0,42,1765,2251,676,602,0,0,9425,113,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
10,184,23,2028,1505,1828,-224,-26,-28,-2,85,0,0,0,34,1604,2052,676,602,0,0,9425,113,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
11,192,24,1868,1505,1636,-152,-30,-30,0,85,0,0,0,13,1483,1788,698,632,0,0,8037,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
12,200,25,1708,1505,1442,-148,-30,-30,0,85,0,0,0,7,1293,1590,721,672,0,0,8037,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
13,208,26,1548,1505,1250,-109,-30,-30,0,84,0,0,0,-3,1141,1360,738,710,0,0,8037,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
14,216,27,1505,1505,1285,-102,-32,-32,0,83,0,0,0,-9,1183,1388,738,710,0,0,9442,112,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
15,224,28,1505,1505,1301,-87,-32,-32,0,81,0,0,0,-15,1213,1388,748,736,0,0,9442,112,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
16,232,29,2508,2508,2738,-66,-32,-34,-2,78,0,0,0,-24,2671,2805,760,758,0,0,8116,112,44,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
17,240,30,2508,2508,2327,-117,-32,-34,-2,78,0,0,0,-15,2210,2444,771,763,0,0,8116,112,44,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
18,248,31,2348,1505,2031,-107,-32,-34,-2,77,0,0,0,-16,1924,2139,768,768,0,0,8116,112,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
