seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
423,5448,681,1634,1634,1455,-234,-2,16,18,-711,0,0,0,33,1221,1690,880,837,0,0,8460,1904,46,3,1,0,0,0,0,0,0,9,5,2,0,5,0,3,0,62,3,39,30,90,9,0,94,616,3
424,5456,682,1634,1634,1312,30,-2,16,18,-713,0,0,0,0,1342,1282,880,837,0,0,8460,2805,46,3,1,0,0,0,0,0,0,9,5,2,0,5,0,3,1,66,3,39,30,90,5,0,94,616,4
425,5464,683,1634,1634,1318,172,-2,16,18,-717,0,0,0,-24,1491,1145,864,830,0,0,8460,2805,46,3,1,0,0,0,0,0,0,9,5,2,0,5,0,3,0,66,3,39,30,90,5,0,94,616,5
426,5472,684,1900,1900,2059,83,-4,-4,0,-717,0,0,0,-15,2142,1975,837,828,0,0,9785,2805,47,3,0,0,0,0,0,0,0,9,5,2,0,8,0,3,1,66,3,39,30,90,0,0,94,616,5
427,5480,685,1900,0,424,534,-4,-4,0,-719,0,900,958,-14,958,-110,804,823,1,1,9785,3475,47,3,0,3,2,78,70,70,0,9,5,2,0,0,0,3,0,78,3,39,30,90,0,5,78,685,5
428,5488,686,1900,0,808,1041,12,0,-12,-718,0,900,1850,-8,1850,-233,787,821,2,2,5994,276,10,3,1,3,2,92,70,70,0,9,5,2,0,0,0,3,0,92,3,39,30,90,11,0,78,685,5
429,5496,687,1900,0,808,1041,12,0,-12,-711,7,900,1850,40,1850,-233,787,821,3,3,5994,276,10,3,1,3,2,92,70,70,0,9,5,2,0,0,0,3,0,92,3,39,30,90,11,0,78,685,5
430,5504,688,1900,0,808,1041,12,0,-12,-696,22,900,1850,106,1850,-233,791,808,4,4,5994,276,10,3,1,3,2,92,70,70,0,9,5,2,0,0,0,3,0,92,3,39,30,90,11,0,78,685,5
431,5512,689,1900,0,808,1041,28,0,-28,-685,33,900,1850,145,1850,-233,816,811,5,5,5411,131,3,3,1,3,2,106,70,70,0,9,5,2,0,0,0,3,0,106,3,39,30,90,11,2,78,685,5
432,5520,690,1900,0,808,1041,28,0,-28,-657,61,900,1850,225,1850,-233,809,775,6,6,5411,131,3,3,1,3,2,106,70,70,0,9,5,2,0,0,0,3,0,106,3,39,30,90,11,0,78,685,5
433,5528,691,1900,0,808,1041,12,0,-12,-641,77,900,1850,260,1850,-233,809,775,7,7,5265,3058,1,3,1,3,2,106,70,70,0,9,5,2,0,0,0,3,0,94,3,39,30,90,7,0,78,685,5
434,5536,692,1900,0,808,1041,12,0,-12,-607,111,900,1850,301,1850,-233,812,735,8,8,5265,3058,1,3,1,3,2,106,70,70,0,9,5,2,0,0,0,3,0,94,3,39,30,90,7,0,78,685,5
435,5544,693,1900,0,808,1041,12,0,-12,-572,146,900,1850,344,1850,-233,828,700,9,9,5265,3058,1,3,1,3,2,106,70,70,0,9,5,2,0,0,0,3,0,94,3,39,30,90,7,0,78,685,5
436,5552,694,1900,0,765,999,0,0,0,-550,168,900,1765,376,1765,-233,856,658,10,10,4919,19,0,3,1,3,2,106,70,70,0,9,5,2,0,0,1,3,0,94,3,39,30,90,7,0,78,685,5
437,5560,695,1900,0,679,913,0,0,0,-504,214,900,1592,431,1592,-233,881,588,11,11,4919,19,0,3,1,3,2,106,70,70,0,9,5,2,0,0,1,3,0,94,3,39,30,90,7,0,78,685,5
438,5568,696,1900,0,667,900,74,0,-74,-481,237,900,1568,439,1568,-233,881,588,12,12,5228,19,1,3,1,3,2,106,70,70,0,9,5,2,0,0,0,3,0,94,3,39,30,90,7,0,78,685,5
439,5576,697,1900,0,654,887,74,0,-74,-435,283,900,1541,447,1541,-233,892,487,13,13,5228,3722,1,3,1,3,2,110,70,70,0,9,5,2,0,0,0,3,0,110,3,39,30,90,7,0,78,685,5
440,5584,698,1900,0,665,899,74,0,-74,-392,326,900,1564,440,1564,-233,908,468,14,14,5228,3722,1,3,1,3,2,110,70,70,0,9,5,2,0,0,0,3,0,110,3,39,30,90,7,0,78,685,5
441,5592,699,1900,0,669,903,68,0,-68,-370,348,900,1573,437,1573,-233,903,455,15,15,6685,3420,2,3,1,3,2,110,70,70,0,9,5,2,0,0,0,3,0,108,3,39,30,90,11,0,78,685,5
442,5600,700,1900,0,676,910,68,0,-68,-327,391,900,1586,433,1586,-233,887,436,16,16,6685,3420,2,3,1,3,2,110,70,70,0,9,5,2,0,0,0,3,0,108,3,39,30,90,11,0,78,685,5
443,5608,701,1900,0,683,917,66,20,-46,-306,412,900,1600,428,1600,-233,887,436,17,17,7324,3420,23,3,1,3,2,110,70,70,0,9,5,2,0,0,0,3,0,108,3,39,30,90,11,0,78,685,5
444,5616,702,1900,0,654,888,66,20,-46,-261,457,900,1543,447,1543,-233,865,369,18,18,7324,3438,23,3,1,3,2,110,70,70,0,9,5,2,0,0,0,3,0,90,3,39,30,90,11,0,78,685,5
445,5624,703,1900,0,630,864,66,20,-46,-214,504,900,1494,462,1494,-233,855,257,19,19,7324,3438,23,3,1,3,2,110,70,70,0,9,5,2,0,0,0,3,0,90,3,39,30,90,11,0,78,685,5
