seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
328,3968,496,1558,1558,1376,241,-22,-6,16,367,0,0,0,-141,1618,1134,445,594,0,0,8397,931,44,0,0,0,0,0,0,0,0,7,4,1,0,5,0,0,1,0,0,0,0,0,0,0,80,443,0
329,4000,500,1558,0,399,486,-16,-14,2,339,0,900,885,-84,885,-86,441,583,1,1,4439,3656,52,5,0,3,2,72,70,70,0,7,4,1,0,0,0,5,1,72,8,44,13,73,0,5,72,500,0
330,4008,501,1558,0,799,972,-16,-14,2,335,0,900,1771,-82,1771,-172,460,572,2,2,4439,3656,52,5,0,3,2,72,70,70,0,7,4,1,0,0,0,5,1,72,8,44,13,73,0,0,72,500,0
331,4016,502,1558,0,799,972,-16,-14,2,331,0,900,1771,-61,1771,-172,475,572,3,3,4439,3656,52,5,0,3,2,72,70,70,0,7,4,1,0,0,0,5,0,72,8,44,13,73,0,0,72,500,0
332,4024,503,1558,0,799,1020,-12,-22,-10,337,0,900,1819,13,1819,-220,475,572,4,4,8409,1628,40,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,78,8,44,13,73,71,0,72,500,0
333,4032,504,1558,0,799,1020,-12,-22,-10,343,4,900,1819,54,1819,-220,506,584,5,5,8409,1628,40,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,78,8,44,13,73,71,0,72,500,0
334,4040,505,1558,0,799,1020,-12,-22,-10,359,20,900,1819,116,1819,-220,548,589,6,6,8409,1628,40,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,78,8,44,13,73,7,0,72,500,0
335,4048,506,1558,0,799,960,-12,-30,-18,371,32,900,1760,156,1760,-161,580,567,7,7,9944,3090,45,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,1,58,8,44,13,73,7,2,72,500,0
336,4056,507,1558,0,799,960,-12,-30,-18,395,56,900,1760,209,1760,-161,580,567,8,8,9944,3090,45,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,58,8,44,13,73,7,0,72,500,0
337,4064,508,1558,0,799,1020,-14,-42,-28,426,87,900,1819,268,1819,-220,598,538,9,9,8433,1327,40,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,56,8,44,13,73,7,0,72,500,0
338,4072,509,1558,0,799,1020,-14,-42,-28,442,102,900,1819,281,1819,-220,613,504,10,10,8433,1327,40,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,56,8,44,13,73,7,0,72,500,0
339,4080,510,1558,0,790,1010,-16,-62,-46,478,139,900,1801,329,1801,-220,628,483,11,11,8473,1327,36,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,56,8,44,13,73,7,0,72,500,0
340,4088,511,1558,0,753,973,-16,-62,-46,498,159,900,1726,354,1726,-220,649,462,12,12,8473,1214,36,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,70,8,44,13,73,7,0,72,500,0
341,4096,512,1558,0,709,930,-16,-62,-46,538,199,900,1639,384,1639,-220,649,462,13,13,8473,1214,36,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,70,8,44,13,73,7,0,72,500,0
342,4104,513,1558,0,674,894,-26,-80,-54,580,241,900,1569,408,1569,-220,678,440,14,14,7141,327,15,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,74,8,44,13,73,7,0,72,500,0
343,4112,514,1558,0,652,872,-26,-80,-54,603,264,900,1524,423,1524,-220,707,409,15,15,7141,327,15,5,1,3,2,78,70,70,0,7,4,1,0,0,0,5,0,74,8,44,13,73,7,0,72,500,0
