seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
382,4856,607,2128,2128,2234,-85,10,8,-2,1588,0,0,0,60,2149,2319,533,467,0,0,6452,1124,48,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0,0,84,557,0
383,4888,611,2128,2128,2206,-576,6,2,-4,1614,0,0,0,109,1629,2782,577,536,0,0,4522,1002,49,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0,0,84,557,0
384,4920,615,2128,2128,2140,-218,2,0,-2,1631,0,0,0,33,1922,2358,716,659,0,0,7908,974,47,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0,0,84,557,0
385,4952,619,2128,2128,2090,-238,-4,-4,0,1635,0,0,0,19,1851,2328,797,779,0,0,4674,943,46,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0,0,84,557,0
386,4984,623,2128,2128,2056,-141,-6,-6,0,1638,0,0,0,3,1915,2197,860,851,0,0,6425,1085,46,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0,0,84,557,0
387,5016,627,2128,2128,1998,-269,-10,-10,0,1639,0,0,0,4,1729,2268,961,982,0,0,4503,866,42,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,0,0,0,0,0,0,0,0,84,557,0
388,5048,631,2128,2128,1980,-314,-12,-12,0,1637,0,0,0,-10,1666,2294,1005,1012,0,0,4349,796,38,0,0,0,0,0,0,0,0,8,5,2,0,4,0,0,1,0,0,0,0,0,0,0,84,557,0
389,5080,635,2128,2128,1954,-26,-14,-12,2,1618,0,0,0,-62,1927,1981,1041,1079,0,0,4411,726,35,0,0,0,0,0,0,0,0,8,5,2,0,4,0,0,1,0,0,0,0,0,0,0,84,557,0
390,5112,639,2128,2128,1940,-399,-14,-12,2,1608,0,0,0,-20,1541,2339,1059,1116,0,0,4114,588,28,0,0,0,0,0,0,0,0,8,5,2,0,6,0,0,1,0,0,0,0,0,0,0,84,557,0
391,5128,641,1997,912,965,-77,-16,-12,4,1601,0,0,0,-46,888,1042,1087,1135,0,0,3757,1312,23,5,0,0,0,0,0,0,0,8,5,2,0,7,0,5,1,66,5,41,23,83,0,0,84,557,0
