seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
0,8,1,1309,1344,1624,0,-2,-2,0,0,0,0,0,0,1624,1624,0,0,0,0,8140,229,43,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5
1,16,2,1505,1505,1978,0,-2,-2,0,0,0,0,0,-1,1978,1978,0,0,0,0,8140,229,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
2,24,3,1505,1505,1830,0,-2,-2,0,0,0,0,0,0,1830,1830,0,0,0,0,9411,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
3,32,4,1505,1505,1830,0,-2,-2,0,0,0,0,0,2,1830,1830,0,0,0,0,9411,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
4,40,5,1505,1505,1830,-13,-2,-2,0,0,0,0,0,2,1816,1843,0,0,0,0,8035,109,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
5,48,6,1505,1505,1828,-17,-2,-2,0,1,0,0,0,4,1811,1845,5,3,0,0,8035,109,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
6,56,7,1505,1505,1819,-35,-2,-2,0,2,0,0,0,10,1784,1854,22,21,0,0,8035,109,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
7,64,8,1505,1505,1806,-27,-2,-2,0,3,0,0,0,9,1778,1833,50,46,0,0,9560,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
8,72,9,1505,1505,1806,-15,-2,-2,0,3,0,0,0,5,1790,1821,50,46,0,0,9560,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
9,80,10,1505,1505,1789,-26,-2,-2,0,4,0,0,0,8,1762,1816,81,82,0,0,8065,113,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
