seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,ip_visual_row,ip_ctrl_row,ip_ctrl_dir,ip_ctrl_score,ip_ctrl_reason,fast_ra_type,fast_front,fast_left,fast_right,line_takeover_ready,line_takeover_cnt,exit_boost_active,exit_boost_cnt,hard_outer_dynamic,yaw_pred,yaw_remain,outer_scale,takeover_valid_rows,takeover_error,takeover_lookahead,takeover_trend,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2926,-333,0,0,0,20,0,0,0,45,2593,3259,7,6,0,0,3634,1260,122,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2819,-10,-4,-4,0,33,0,0,0,-4,2809,2829,241,198,0,0,3928,1271,122,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2650,259,-4,-4,0,17,0,0,0,-42,2909,2391,557,559,0,0,3391,1369,122,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2505,-656,-4,-6,-2,32,0,0,0,77,1848,3161,828,870,0,0,5451,1272,122,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2409,-75,-10,-8,2,12,0,0,0,-41,2333,2484,1020,1062,0,0,3551,1407,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2338,-495,-10,-8,2,7,0,0,0,1,1842,2834,1157,1209,0,0,3535,1261,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2296,82,-10,-8,2,-20,0,0,0,-79,2379,2213,1244,1287,0,0,3470,1261,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2258,107,-10,-6,4,-31,0,0,0,-75,2365,2151,1331,1353,0,0,3555,1399,121,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2238,-364,-6,-2,4,-45,0,0,0,0,1874,2603,1353,1410,0,0,5717,1179,121,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2224,-193,-4,0,4,-60,0,0,0,-9,2030,2418,1383,1437,0,0,3619,1293,121,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
10,512,64,1018,1450,0,0,-2,4,6,-70,0,0,0,-31,0,0,1413,1441,0,0,3587,1235,121,44,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,56,64,0
11,520,65,1018,1450,961,-1219,-2,4,6,-70,0,800,2181,-22,-257,2181,1413,1441,1,1,3587,1235,121,44,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,6,793,100,44,-2,4,6,0,0,0,0,0,4,56,64,0
12,528,66,1018,1450,961,-1219,-2,4,6,-65,0,800,2181,21,-257,2181,1412,1442,2,2,3587,1235,121,44,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,11,788,100,44,-2,4,6,0,0,0,0,0,0,56,64,0
13,536,67,1018,1450,961,-1219,0,6,6,-66,0,800,2181,5,-257,2181,1417,1454,3,3,8401,1047,121,41,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,5,794,100,41,0,6,6,0,0,0,0,0,0,56,64,0
14,544,68,1018,1450,961,-1219,0,6,6,-85,14,800,2181,-107,-257,2181,1411,1458,4,4,8401,1047,121,41,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,46,753,100,41,0,6,6,0,0,0,0,0,0,56,64,0
15,552,69,1018,1450,961,-1219,4,8,4,-112,41,800,2181,-205,-257,2181,1411,1458,5,5,8360,1008,121,39,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,103,696,100,39,4,8,4,0,0,0,0,0,2,56,64,0
16,560,70,1018,1450,961,-1219,4,8,4,-128,58,800,2181,-247,-257,2181,1353,1396,6,6,8360,1008,121,39,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,132,667,100,39,4,8,4,0,0,0,0,0,0,56,64,0
17,568,71,1018,1450,961,-1219,4,8,4,-163,92,800,2181,-306,-257,2181,1264,1384,7,7,8360,1008,121,39,1,0,3,1,56,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,184,615,100,39,4,8,4,0,0,0,0,0,0,56,64,0
18,576,72,1018,1450,961,-1219,10,14,4,-182,112,800,2181,-335,-257,2181,1197,1396,8,8,8451,1010,121,39,1,1,3,1,56,38,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,212,587,100,39,10,14,4,0,0,0,0,2,0,56,64,0
