seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
856,6856,857,1500,1500,1419,1099,10,0,-10,-723,36,800,2519,124,2519,320,624,615,7,5,7511,779,11,3,1,3,2,90,70,14,0,9,5,2,0,1,0,3,0,90,10,46,31,91,7
857,6864,858,1500,1500,1407,1087,26,0,-26,-716,44,800,2495,132,2495,320,625,600,8,6,5445,94,5,3,1,3,2,102,70,14,0,9,5,2,0,1,0,3,0,102,10,46,31,91,11
858,6872,859,1500,1500,1324,1004,26,0,-26,-694,66,800,2329,187,2329,320,634,576,9,7,5445,94,5,3,1,3,2,102,70,14,0,9,5,2,0,1,0,3,0,102,10,46,31,91,11
859,6880,860,1500,1500,1264,944,26,0,-26,-679,81,800,2208,227,2208,320,637,550,10,8,5445,94,5,3,1,3,2,102,70,14,0,9,5,2,0,1,0,3,0,102,10,46,31,91,11
860,6888,861,1500,1500,1175,855,42,0,-42,-646,114,800,2030,287,2030,320,637,550,11,9,6590,48,1,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,110,10,46,31,91,11
861,6896,862,1500,1500,1098,778,42,0,-42,-608,151,800,1876,338,1876,320,649,527,12,10,6590,48,1,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,110,10,46,31,91,11
862,6904,863,1500,1500,1081,761,58,0,-58,-590,170,800,1843,349,1843,320,675,504,13,11,5526,98,6,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,100,10,46,31,91,11
863,6912,864,1500,1500,1039,719,58,0,-58,-550,210,800,1758,377,1758,320,693,474,14,12,5526,98,6,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,100,10,46,31,91,11
864,6920,865,1500,1500,1037,717,58,0,-58,-531,229,800,1755,379,1755,320,693,474,15,13,5526,98,6,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,100,10,46,31,91,11
865,6928,866,1500,1500,1068,748,62,0,-62,-497,262,800,1816,358,1816,320,707,453,16,14,7528,2878,12,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,88,10,46,31,91,11
866,6936,867,1500,1500,1026,706,62,0,-62,-456,304,800,1733,386,1733,320,731,435,17,15,7528,2878,12,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,88,10,46,31,91,11
867,6944,868,1500,1500,1032,712,58,0,-58,-437,323,800,1744,382,1744,320,748,413,18,16,6714,2878,20,3,1,3,2,110,70,14,0,9,5,2,0,1,0,3,0,88,10,46,31,91,11
