seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,32,4,2128,2128,2468,-55,2,2,0,-11,0,0,0,9,2412,2524,0,-3,0,0,4347,1093,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,8,2128,2128,2465,-72,2,2,0,-5,0,0,0,13,2392,2537,42,34,0,0,4390,1223,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,96,12,2128,2128,2391,-166,0,0,0,2,0,0,0,24,2224,2558,193,180,0,0,4403,1223,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,128,16,2128,2128,2365,-82,0,0,0,7,0,0,0,12,2283,2447,244,232,0,0,4642,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,160,20,2128,2128,2237,-17,-2,-2,0,10,0,0,0,2,2220,2254,498,489,0,0,4552,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,192,24,2128,2128,2161,-205,-4,-6,-2,15,0,0,0,23,1956,2366,642,649,0,0,6596,1002,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,224,28,2128,2128,2111,58,-6,-6,0,14,0,0,0,-15,2170,2053,745,745,0,0,4476,1223,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,256,32,2128,2128,2074,-196,-6,-6,0,8,0,0,0,8,1878,2270,814,826,0,0,7967,1002,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,288,36,2128,2128,2048,-168,-10,-8,2,11,0,0,0,0,1879,2216,867,878,0,0,4484,1061,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,320,40,2128,2128,2019,-146,-10,-10,0,5,0,0,0,-18,1872,2166,930,930,0,0,6585,1003,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,352,44,2128,2128,2000,-153,-12,-10,2,-3,0,0,0,-26,1846,2154,956,981,0,0,4740,1061,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,384,48,2128,2128,1979,-187,-12,-10,2,-8,0,0,0,-25,1791,2167,998,1022,0,0,7891,1042,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,416,52,2128,2128,1960,-117,-12,-8,4,-22,0,0,0,-34,1842,2077,1023,1074,0,0,4519,1225,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,448,56,2128,2128,1953,-192,-12,-8,4,-28,0,0,0,-23,1761,2145,1048,1076,0,0,4554,1004,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,480,60,2128,2128,1940,-139,-10,-6,4,-40,0,0,0,-28,1800,2080,1063,1113,0,0,4663,1042,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,512,64,2128,2128,1938,-75,-8,-4,4,-51,0,0,0,-32,1862,2014,1073,1109,0,0,4704,1003,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,544,68,2128,2128,1930,-172,-8,-4,4,-54,0,0,0,-12,1757,2102,1094,1123,0,0,4656,1147,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
17,576,72,2128,2128,1927,-49,-6,-2,4,-67,0,0,0,-25,1877,1977,1094,1134,0,0,4542,1099,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18,608,76,2128,2128,1925,-47,-4,0,4,-69,0,0,0,-7,1878,1973,1110,1124,0,0,4705,936,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
19,632,79,1895,1397,1565,-146,-4,0,4,-66,0,0,0,12,1419,1711,1107,1142,0,0,4638,866,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
20,640,80,1662,1397,1321,-114,-4,0,4,-65,0,0,0,9,1206,1436,1114,1132,0,0,4638,866,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
21,648,81,1429,1397,1076,-61,-4,0,4,-66,0,0,0,2,1015,1138,1114,1132,0,0,4472,866,40,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
22,656,82,1397,1397,1139,55,-4,0,4,-68,0,0,0,-14,1195,1084,1126,1120,0,0,4472,993,40,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
23,664,83,1397,0,1123,-800,-4,0,4,-69,0,900,1924,-14,322,1924,1126,1116,1,1,4472,993,40,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,83,4
24,672,84,1397,0,1123,-800,-2,2,4,-72,3,900,1924,-26,322,1924,1110,1122,2,2,8286,993,38,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,4
25,680,85,1397,0,1123,-800,-2,2,4,-79,10,900,1924,-57,322,1924,1110,1122,3,3,8286,940,38,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,4
26,688,86,1397,0,1123,-800,-2,2,4,-87,17,900,1924,-87,322,1924,1100,1131,4,4,8286,940,38,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,4
27,696,87,1397,0,1123,-800,-2,-10,-8,-106,37,900,1924,-146,322,1924,1082,1115,5,5,8225,784,37,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,70,83,4
