seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
0,32,4,1890,1890,2234,-66,6,4,-2,7,0,0,0,21,2167,2301,0,0,0,0,9522,124,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,64,8,1890,1890,2206,-149,4,4,0,24,0,0,0,56,2056,2356,63,48,0,0,8157,124,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2,96,12,1890,1890,2148,-161,2,0,-2,45,0,0,0,62,1987,2309,191,154,0,0,8113,124,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3,128,16,1890,1890,2084,-138,-4,-4,0,62,0,0,0,50,1945,2222,327,275,0,0,8097,122,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
4,160,20,1890,1890,2037,-147,-6,-6,0,77,0,0,0,52,1890,2184,419,370,0,0,9604,122,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
5,192,24,1890,1890,1994,-172,-4,-10,-6,94,0,0,0,53,1821,2166,509,453,0,0,9869,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
6,224,28,1890,1890,1964,-114,-8,-14,-6,107,0,0,0,30,1850,2078,552,527,0,0,8364,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
7,256,32,1890,1890,1930,-94,-16,-18,-2,108,0,0,0,10,1836,2024,621,595,0,0,8278,121,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
8,288,36,1890,1890,1909,-115,-18,-22,-4,113,0,0,0,12,1793,2024,660,641,0,0,8482,118,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
9,320,40,1890,1890,1853,-142,-20,-24,-4,119,0,0,0,16,1711,1996,679,690,0,0,9985,124,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
10,352,44,1890,1890,1779,-117,-26,-28,-2,122,0,0,0,2,1661,1897,720,705,0,0,10048,116,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
11,368,46,1856,1856,1683,0,-30,-30,0,122,0,0,0,5,1683,1683,747,726,0,0,8497,115,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
12,376,47,1856,1856,1698,0,-30,-30,0,122,0,0,0,4,1698,1698,747,726,0,0,8497,115,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
13,384,48,1856,1856,1686,0,-30,-30,0,124,0,0,0,18,1686,1686,742,740,0,0,8497,115,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
