seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,32,4,2128,2128,2468,-113,6,8,2,8,0,0,0,24,2355,2581,1,0,0,0,4588,1091,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,8,2128,2128,2467,-296,4,6,2,24,0,0,0,53,2171,2764,40,26,0,0,4348,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,96,12,2128,2128,2393,-403,2,2,0,43,0,0,0,65,1990,2797,200,162,0,0,4327,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,128,16,2128,2128,2314,72,0,0,0,42,0,0,0,-8,2386,2241,366,315,0,0,7678,1080,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,160,20,2128,2128,2219,-158,0,0,0,47,0,0,0,24,2060,2378,537,523,0,0,4522,1081,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,192,24,2128,2128,2160,-133,-2,-4,-2,55,0,0,0,17,2027,2293,650,644,0,0,6556,1035,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,224,28,2128,2128,2112,-25,-4,-4,0,55,0,0,0,1,2086,2138,746,741,0,0,4333,1081,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,256,32,2128,2128,2076,-137,-6,-6,0,57,0,0,0,13,1939,2214,816,814,0,0,7662,1205,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,288,36,2128,2128,2044,-189,-10,-8,2,66,0,0,0,12,1854,2233,876,885,0,0,4597,1081,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,320,40,2128,2128,2024,-243,-12,-10,2,64,0,0,0,-5,1781,2267,926,914,0,0,6442,1075,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,352,44,2128,2128,1998,-137,-14,-10,4,56,0,0,0,-28,1861,2136,955,987,0,0,4524,1081,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,384,48,2128,2128,1981,-258,-14,-10,4,52,0,0,0,-18,1723,2240,987,1023,0,0,7865,1186,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,416,52,2128,2128,1965,-166,-14,-10,4,43,0,0,0,-36,1798,2132,1022,1053,0,0,4628,1062,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,448,56,2128,2128,1958,-280,-14,-10,4,32,0,0,0,-23,1678,2238,1026,1076,0,0,4587,1073,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,480,60,2128,2128,1949,-193,-14,-10,4,24,0,0,0,-34,1755,2142,1056,1084,0,0,4648,1054,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,512,64,2128,2128,1943,-218,-12,-8,4,8,0,0,0,-31,1725,2162,1047,1115,0,0,4602,1023,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,544,68,2128,2128,1939,-70,-12,-6,6,-1,0,0,0,-42,1869,2009,1074,1104,0,0,4698,984,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
17,576,72,2128,2128,1932,-263,-10,-4,6,-6,0,0,0,-8,1669,2196,1069,1137,0,0,4677,964,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18,608,76,2128,2128,1933,-43,-8,-2,6,-18,0,0,0,-34,1890,1977,1083,1119,0,0,7941,926,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
19,632,79,1895,1397,1572,-144,-6,0,6,-21,0,0,0,-13,1427,1717,1082,1137,0,0,4627,867,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
20,640,80,1662,1397,1328,-102,-6,0,6,-21,0,0,0,-15,1226,1430,1090,1128,0,0,4627,867,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
21,648,81,1429,1397,1083,-81,-4,0,4,-23,0,0,0,-13,1002,1165,1090,1128,0,0,4662,847,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
22,656,82,1397,1397,1144,10,-4,0,4,-24,0,0,0,-20,1155,1134,1108,1118,0,0,4662,847,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
23,664,83,1397,0,1133,-807,-4,0,4,-27,0,900,1940,-25,325,1940,1102,1116,1,1,4662,847,41,1,0,3,1,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,83,4
24,672,84,1397,0,1133,-807,-4,2,6,-28,1,900,1940,-18,325,1940,1096,1132,2,2,8280,814,38,1,0,3,1,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,4
25,680,85,1397,0,1133,-807,-4,2,6,-32,4,900,1940,-33,325,1940,1096,1132,3,3,8280,814,38,1,0,3,1,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,4
26,688,86,1397,0,1133,-807,-4,2,6,-44,16,900,1940,-84,325,1940,1096,1132,4,4,8280,814,38,1,0,3,1,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,83,4
