seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,32,4,2128,2128,2468,-70,8,10,2,5,0,0,0,22,2397,2539,3,-2,0,0,3659,1084,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
1,64,8,2128,2128,2468,-148,6,8,2,18,0,0,0,39,2320,2616,8,3,0,0,3516,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,96,12,2128,2128,2377,-235,4,6,2,31,0,0,0,47,2141,2612,233,196,0,0,3734,1081,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,128,16,2128,2128,2298,-348,2,2,0,51,0,0,0,58,1949,2647,393,349,0,0,3911,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,160,20,2128,2128,2219,-318,0,0,0,68,0,0,0,50,1900,2537,553,508,0,0,3715,1080,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,192,24,2128,2128,2156,9,-4,-4,0,71,0,0,0,-1,2166,2146,676,637,0,0,3846,1081,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,224,28,2128,2128,2105,0,-6,-4,2,71,0,0,0,0,2105,2105,763,751,0,0,6979,1081,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,256,32,2128,2128,2062,-176,-6,-6,0,75,0,0,0,18,1885,2239,839,849,0,0,3843,1062,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,288,36,2128,2128,2048,-128,-10,-8,2,81,0,0,0,0,1919,2177,872,872,0,0,5848,905,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,320,40,2128,2128,2008,0,-10,-8,2,70,0,0,0,-35,2008,2008,943,960,0,0,3621,1063,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,352,44,2128,2128,1988,-264,-12,-8,4,69,0,0,0,-2,1723,2253,980,1003,0,0,6839,828,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,384,48,2128,2128,1973,-38,-12,-8,4,55,0,0,0,-41,1934,2011,1012,1033,0,0,3709,1054,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,416,52,2128,2128,1957,-277,-12,-8,4,50,0,0,0,-10,1679,2235,1033,1074,0,0,5797,925,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,448,56,2128,2128,1949,-41,-12,-8,4,38,0,0,0,-43,1907,1991,1055,1084,0,0,3709,1183,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,480,60,2128,2128,1935,-118,-10,-6,4,29,0,0,0,-27,1817,2053,1074,1122,0,0,3760,1105,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,512,64,2128,2128,1936,-124,-10,-6,4,19,0,0,0,-26,1812,2061,1083,1107,0,0,3751,1003,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,544,68,2128,2128,1928,-174,-8,-4,4,18,0,0,0,-10,1754,2102,1095,1128,0,0,3780,964,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
17,576,72,2128,2128,1921,0,-8,-2,6,7,0,0,0,-33,1921,1921,1107,1146,0,0,3794,1087,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18,608,76,2128,2128,1923,17,-6,0,6,5,0,0,0,-21,1941,1906,1109,1134,0,0,3615,1028,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
19,640,80,2128,2128,1913,-67,-4,0,4,2,0,0,0,0,1845,1981,1128,1156,0,0,3573,867,42,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
20,664,83,1895,1612,1562,0,-4,2,6,1,0,0,0,-7,1562,1562,1122,1139,0,0,3592,808,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
21,672,84,1662,1612,1315,0,-4,2,6,2,0,0,0,-1,1315,1315,1133,1136,0,0,3592,808,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
22,680,85,1612,1612,1345,0,-4,2,6,1,0,0,0,-5,1345,1345,1140,1152,0,0,3592,808,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
23,688,86,1612,1612,1364,-108,-4,-4,0,3,0,0,0,5,1255,1473,1149,1164,0,0,5924,728,35,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
24,696,87,1612,0,1123,-800,-4,-4,0,2,0,900,1924,0,322,1924,1147,1159,1,1,5924,728,35,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,87,4
25,704,88,1612,0,1123,-800,-4,-4,0,2,0,900,1924,0,322,1924,1147,1159,2,2,5924,728,35,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,87,4
26,712,89,1612,0,1123,-800,-4,-16,-12,-2,5,900,1924,-32,322,1924,1134,1144,3,3,9239,719,33,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,70,87,4
27,720,90,1612,0,1123,-800,-4,-16,-12,-8,11,900,1924,-64,322,1924,1128,1130,4,4,9239,719,33,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,70,87,4
28,728,91,1612,0,1123,-800,-2,-28,-26,-29,31,900,1924,-141,322,1924,1125,1134,5,5,7475,1305,27,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,58,1,37,27,87,7,2,70,87,4
29,736,92,1612,0,1123,-800,-2,-28,-26,-37,40,900,1924,-150,322,1924,1125,1134,6,6,7475,1305,27,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,58,1,37,27,87,7,0,70,87,4
30,744,93,1612,0,1123,-800,2,-22,-24,-60,63,900,1924,-195,322,1924,1088,1175,7,7,6925,1305,22,1,1,3,1,70,50,70,0,0,0,0,0,0,0,0,0,58,1,37,27,87,7,0,70,87,4
31,752,94,1612,0,1123,-800,2,-22,-24,-86,89,900,1924,-233,322,1924,1037,1176,8,8,6925,2698,22,1,1,3,1,70,50,70,0,0,0,0,0,0,0,1,0,68,6,42,27,87,7,0,70,87,4
32,760,95,1612,0,1123,-800,2,-22,-24,-99,101,900,1924,-239,322,1924,998,1170,9,9,6925,2698,22,1,1,3,1,70,50,70,0,0,0,0,0,0,0,1,0,68,6,42,27,87,7,0,70,87,4
33,768,96,1612,0,1123,-800,2,-42,-44,-127,130,900,1924,-265,322,1924,963,1159,10,10,7005,1177,19,4,1,3,1,78,50,70,0,0,0,0,0,0,0,4,0,78,11,47,33,93,7,0,70,87,4
34,776,97,1612,0,1123,-800,2,-42,-44,-140,143,900,1924,-264,322,1924,963,1159,11,11,7005,1177,19,4,1,3,1,78,50,70,0,0,0,0,0,0,0,4,0,78,11,47,33,93,7,0,70,87,4
35,784,98,1612,0,1123,-800,-8,-22,-14,-171,174,900,1924,-291,322,1924,934,1160,12,12,6781,355,13,4,1,3,1,92,50,70,0,0,0,0,0,0,0,4,0,92,11,47,33,93,7,0,70,87,4
36,792,99,1612,0,1123,-800,-8,-22,-14,-203,206,900,1924,-302,322,1924,904,1166,13,13,6781,355,13,4,1,3,1,92,50,70,0,0,0,0,0,0,0,4,0,92,11,47,33,93,7,0,70,87,4
37,800,100,1612,0,1120,-797,-8,-22,-14,-221,224,900,1917,-326,322,1917,869,1151,14,14,6781,355,13,4,1,3,1,92,50,70,0,0,0,0,0,0,0,4,0,92,11,47,33,93,7,0,70,87,4
38,808,101,1612,0,1123,-800,-24,-2,22,-250,253,900,1924,-304,322,1924,838,1137,15,15,6149,2813,12,4,1,3,1,92,50,70,0,0,0,0,0,0,0,4,0,88,11,47,33,93,7,0,70,87,4
39,816,102,1612,0,1123,-800,-24,-2,22,-267,270,900,1924,-318,322,1924,838,1137,16,16,6149,2813,12,4,1,3,1,92,50,70,0,0,0,0,0,0,0,4,0,88,11,47,33,93,7,0,70,87,4
40,824,103,1612,0,1106,-783,-40,0,40,-302,305,900,1889,-336,322,1889,822,1122,17,17,7030,2813,8,4,1,3,1,92,50,70,0,0,0,0,0,0,0,4,0,88,11,47,33,93,7,0,70,87,4
41,832,104,1612,0,1115,-792,-40,0,40,-335,338,900,1908,-329,322,1908,795,1110,18,18,7030,3156,8,4,1,3,1,96,50,70,0,0,0,0,0,0,0,4,0,96,11,47,33,93,7,0,70,87,4
42,840,105,1612,0,1115,-793,-40,0,40,-352,355,900,1909,-329,322,1909,769,1114,19,19,7030,3156,8,4,1,3,1,96,50,70,0,0,0,0,0,0,0,4,0,96,11,47,33,93,7,0,70,87,4
43,848,106,1612,0,1047,-724,-56,0,56,-392,395,900,1771,-375,322,1771,769,1114,20,20,5474,3245,4,4,1,3,1,104,50,70,0,0,0,0,0,0,0,4,0,104,11,47,33,93,7,0,70,87,4
44,856,107,1612,0,1064,-742,-56,0,56,-409,412,900,1807,-363,322,1807,740,1100,21,21,5474,3245,4,4,1,3,1,104,50,70,0,0,0,0,0,0,0,4,0,104,11,47,33,93,7,0,70,87,4
45,864,108,1612,0,1057,-734,-64,0,64,-447,450,900,1791,-368,322,1791,718,1075,22,22,5088,3245,1,4,1,3,1,104,50,70,0,0,0,0,0,0,0,4,0,104,11,47,33,93,7,0,70,87,4
46,872,109,1612,0,1080,-757,-64,0,64,-481,484,900,1837,-353,322,1837,679,1063,23,23,5088,3557,1,4,1,3,1,110,50,70,0,0,0,0,0,0,0,4,0,110,11,47,33,93,7,0,70,87,4
