seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
86,1272,159,1895,0,696,-930,56,72,16,-1498,336,900,1626,-420,-233,1626,421,788,14,14,7047,2727,23,4,1,3,1,106,50,70,0,1,1,1,0,0,0,4,0,66,23,59,33,93,11,0,106,146,0
87,1280,160,1895,0,685,-918,56,72,16,-1520,358,900,1603,-427,-233,1603,385,779,15,15,7047,2727,23,4,1,3,1,106,50,70,0,1,1,1,0,0,0,4,0,66,23,59,33,93,11,0,106,146,0
88,1288,161,1895,0,669,-902,0,0,0,-1565,402,900,1572,-437,-233,1572,385,779,16,16,5057,19,0,4,1,3,1,106,50,70,0,1,1,1,0,0,1,4,0,66,23,59,33,93,11,0,106,146,0
89,1296,162,1895,0,671,-905,0,0,0,-1587,424,900,1577,-436,-233,1577,364,768,17,17,5057,19,0,4,1,3,1,106,50,70,0,1,1,1,0,0,1,4,0,66,23,59,33,93,11,0,106,146,0
90,1304,163,1895,0,644,-878,-80,-82,-2,-1633,470,900,1523,-453,-233,1523,341,760,18,18,7826,19,31,4,1,3,1,106,50,70,0,1,1,1,0,0,0,4,0,66,23,59,33,93,11,0,106,146,0
91,1312,164,1895,0,644,-877,-80,-82,-2,-1678,516,900,1522,-453,-233,1522,316,753,19,19,7826,4783,31,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,110,23,59,33,93,7,0,106,146,0
92,1320,165,1895,0,646,-879,-80,-82,-2,-1701,538,900,1525,-452,-233,1525,316,753,20,20,7826,4783,31,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,110,23,59,33,93,7,0,106,146,0
93,1328,166,1895,0,631,-865,-68,-70,-2,-1747,585,900,1497,-461,-233,1497,294,731,21,21,9213,4783,29,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,110,23,59,33,93,7,0,106,146,0
94,1336,167,1895,0,623,-856,-68,-70,-2,-1771,609,900,1480,-467,-233,1480,275,714,22,22,9213,3140,29,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,7,0,106,146,0
95,1344,168,1895,0,632,-865,-68,-70,-2,1782,654,900,1497,-461,-233,1497,256,689,23,23,9213,3140,29,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,7,0,106,146,0
96,1352,169,1895,0,625,-859,-54,-54,0,1735,701,900,1485,-465,-233,1485,239,675,24,24,8562,824,41,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,7,0,106,146,0
97,1360,170,1895,0,629,-863,-54,-54,0,1712,724,900,1492,-463,-233,1492,239,675,25,25,8562,824,41,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,7,0,106,146,0
98,1368,171,1895,0,687,-921,-40,-38,2,1665,772,900,1609,-467,-233,1609,221,660,26,26,8561,865,43,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,7,0,106,146,0
99,1376,172,1895,0,696,-929,-40,-38,2,1642,794,900,1625,-462,-233,1625,204,646,27,27,8561,865,43,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,7,0,106,146,0
100,1384,173,1895,0,703,-937,-40,-38,2,1597,840,900,1640,-457,-233,1640,191,636,28,28,8561,865,43,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,7,0,106,146,0
101,1392,174,1895,0,345,-579,-28,-22,6,1552,884,900,925,-452,-233,925,176,630,29,29,8523,760,38,4,1,3,1,110,50,70,0,1,1,1,0,0,0,4,0,74,23,59,33,93,11,0,106,146,0
102,1400,175,1895,0,782,-104,-28,-22,6,1529,907,900,886,-452,678,886,176,630,30,30,8523,760,38,0,1,5,1,110,50,70,1,2,4,1,0,0,0,4,0,74,23,59,33,93,1,8,106,146,1
103,1432,179,2128,2128,2298,867,0,0,0,1421,0,0,0,-224,3166,1431,148,594,0,0,3670,11,49,0,0,0,0,0,0,0,0,2,4,1,0,6,0,0,0,0,0,0,0,0,0,0,106,146,0
104,1464,183,2128,2128,2298,-956,8,14,6,1456,0,0,0,98,1342,3255,268,474,0,0,3641,1019,50,0,0,0,0,0,0,0,0,2,4,1,0,6,0,0,0,0,0,0,0,0,0,0,106,146,0
105,1496,187,2128,2128,2256,125,6,14,8,1448,0,0,0,-31,2382,2131,469,442,0,0,3616,1160,50,0,0,0,0,0,0,0,0,2,4,1,0,6,0,0,0,0,0,0,0,0,0,0,106,146,0
