seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
0,8,1,1309,1344,1624,0,2,2,0,-4,0,0,0,0,1624,1624,0,0,0,0,8672,110,42,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5
1,16,2,1505,1505,1978,0,2,2,0,-4,0,0,0,-1,1978,1978,0,0,0,0,8672,110,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
2,24,3,1505,1505,1830,-11,2,2,0,-3,0,0,0,4,1818,1841,0,0,0,0,9882,110,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
3,32,4,1505,1505,1830,-23,2,2,0,-2,0,0,0,9,1806,1853,0,0,0,0,9882,110,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
4,40,5,1505,1505,1830,-34,2,2,0,-1,0,0,0,13,1796,1864,0,0,0,0,9882,110,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
5,48,6,1505,1505,1823,-27,2,2,0,0,0,0,0,12,1795,1851,13,13,0,0,8528,110,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
6,56,7,1505,1505,1813,-21,2,2,0,0,0,0,0,10,1791,1835,36,31,0,0,8528,110,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
7,64,8,1505,1505,1813,-16,2,2,0,0,0,0,0,8,1796,1830,36,31,0,0,9936,114,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
8,72,9,1505,1505,1799,-29,2,2,0,1,0,0,0,11,1769,1828,66,59,0,0,9936,114,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
9,80,10,1505,1505,1778,-30,2,2,0,3,0,0,0,12,1747,1808,109,100,0,0,9936,114,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
10,88,11,1505,1505,1758,-52,2,2,0,5,0,0,0,19,1705,1810,150,139,0,0,8566,113,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
11,96,12,1505,1505,1741,-47,2,2,0,6,0,0,0,19,1693,1789,183,172,0,0,8566,113,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
