seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,ip_visual_row,ip_ctrl_row,ip_ctrl_dir,ip_ctrl_score,ip_ctrl_reason,fast_ra_type,fast_front,fast_left,fast_right,line_takeover_ready,line_takeover_cnt,exit_boost_active,exit_boost_cnt,hard_outer_dynamic,yaw_pred,yaw_remain,outer_scale,takeover_valid_rows,takeover_error,takeover_lookahead,takeover_trend,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
17,424,53,2552,0,1070,-1070,2,-62,-64,-257,268,800,2141,-456,0,2141,945,1372,12,12,7572,1643,121,30,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,56,56,56,0,100,1,0,1,0,0,0,0,0,0,1850,405,394,100,30,2,-62,-64,0,36,33,93,7,0,12,42,0
18,432,54,2552,0,1060,-1060,2,-62,-64,-304,315,800,2120,-463,0,2120,843,1352,13,13,7572,1643,121,30,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,56,56,56,0,100,1,0,1,0,0,0,0,0,0,1850,454,345,100,30,2,-62,-64,0,36,33,93,7,0,12,42,0
19,440,55,2552,0,1071,-1071,0,-66,-66,-349,360,800,2142,-456,0,2142,770,1341,14,14,7974,854,121,33,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,52,0,100,1,0,1,0,0,0,0,0,0,1850,497,302,100,33,0,-66,-66,0,0,0,0,7,0,12,42,0
20,448,56,2552,0,881,-881,0,-66,-66,-371,382,800,1762,-448,0,1762,748,1340,15,15,7974,854,121,33,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,52,0,100,1,0,1,0,0,0,0,0,0,1443,516,283,78,33,0,-66,-66,0,0,0,0,7,0,12,42,0
21,456,57,2552,0,893,-893,0,-66,-66,-415,425,800,1787,-440,0,1787,748,1340,16,16,7974,854,121,33,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,52,0,100,1,0,1,0,0,0,0,0,0,1443,557,242,78,33,0,-66,-66,0,0,0,0,7,0,12,42,0
22,464,58,2552,0,885,-885,-14,-62,-48,-437,448,800,1771,-445,0,1771,705,1318,17,17,8283,965,121,37,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,48,0,100,1,0,1,0,0,0,0,0,0,1443,582,217,78,37,-14,-62,-48,0,0,0,0,7,0,12,42,0
23,472,59,2552,0,791,-791,-14,-62,-48,-482,493,800,1583,-444,0,1583,639,1281,18,18,8283,965,121,37,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,48,0,100,1,0,1,0,0,0,0,0,0,1100,626,173,52,37,-14,-62,-48,0,0,0,0,7,0,12,42,0
24,480,60,2552,0,852,-852,-24,-56,-32,-526,537,800,1704,-442,0,1704,599,1239,19,19,8359,1090,121,42,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,44,0,100,1,0,1,0,0,0,0,0,0,1100,669,130,52,42,-24,-56,-32,0,0,0,0,7,0,12,42,0
25,488,61,2552,0,861,-861,-24,-56,-32,-547,558,800,1722,-436,0,1722,558,1208,20,20,8359,1090,121,42,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,44,0,100,1,0,1,0,0,0,0,0,0,1100,689,110,52,42,-24,-56,-32,0,0,0,0,7,0,12,42,0
26,496,62,2552,0,876,-876,-24,-56,-32,-589,600,800,1752,-426,0,1752,558,1208,21,21,8359,1090,121,42,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,44,0,100,1,0,1,0,0,0,0,0,0,1100,728,71,25,42,-24,-56,-32,0,0,0,0,7,0,12,42,0
27,504,63,2552,0,876,-876,-24,-44,-20,-610,620,800,1752,-421,0,1752,572,1193,22,22,9760,1180,121,47,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,40,0,100,1,0,1,0,0,0,0,0,0,1100,747,52,25,47,-24,-44,-20,0,0,0,0,7,0,12,42,0
28,512,64,2552,0,889,-889,-24,-44,-20,-650,661,800,1779,-412,0,1779,583,1162,23,23,9760,1180,121,47,1,1,3,1,56,38,18,0,0,0,0,0,0,0,0,0,0,0,40,0,100,1,0,1,0,0,0,0,0,0,1100,785,14,25,47,-24,-44,-20,0,0,0,0,7,0,12,42,0
29,520,65,2552,0,1400,1272,-24,-44,-20,-693,703,800,1779,-418,2672,127,580,1118,24,24,8279,1180,121,47,0,0,4,1,56,38,18,2,0,0,0,0,0,0,0,0,0,0,40,0,100,1,0,1,0,0,0,0,0,0,1100,829,-29,25,47,-24,-44,-20,0,0,0,0,0,0,12,42,0
30,568,71,2552,2552,2544,-1379,-10,-18,-8,-777,0,0,0,14,1164,3924,522,1018,0,0,5400,4726,121,53,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,1,0,0,28,0,100,1,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
31,616,77,1628,1628,979,594,-26,-32,-6,-795,0,0,0,-198,1573,384,842,836,0,0,6674,4875,121,53,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,20,0,100,1,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
32,664,83,1892,1892,1690,-859,-24,-26,-2,-841,0,0,0,-87,830,2549,778,880,0,0,3391,4874,121,53,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,1,0,0,8,0,100,1,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
33,712,89,1892,1892,1652,-328,-20,-20,0,-913,0,0,0,-111,1323,1981,727,895,0,0,3375,4875,121,53,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
34,760,95,2112,2112,2139,-350,-16,-12,4,-970,0,0,0,-94,1789,2490,760,975,0,0,3358,1419,121,53,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
35,808,101,2552,2552,2492,24,-10,-6,4,-1018,0,0,0,-105,2516,2468,814,935,0,0,5407,1263,121,53,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
36,856,107,2552,2552,2430,-43,-6,0,6,-1036,0,0,0,-58,2386,2473,975,1022,0,0,6623,1400,121,53,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
37,904,113,2552,2552,2368,-231,2,8,6,-1051,0,0,0,4,2136,2600,1049,1195,0,0,3337,4873,121,53,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
38,952,119,2552,2552,2301,-484,6,12,6,-1047,0,0,0,36,1817,2785,1243,1270,0,0,3288,4856,121,53,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
39,1000,125,2552,2552,2273,60,12,12,0,-1046,0,0,0,-3,2333,2212,1323,1303,0,0,3322,4824,121,53,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
40,1048,131,2552,2552,2249,341,12,14,2,-1031,0,0,0,-4,2591,1908,1380,1339,0,0,5413,3051,121,53,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
41,1096,137,2552,2552,2236,-5,14,18,4,-1026,0,0,0,43,2230,2242,1375,1398,0,0,6829,4553,121,53,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
42,1144,143,1892,1892,1546,600,18,16,-2,-1007,0,0,0,-12,2146,946,1420,1339,0,0,3610,4835,121,51,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
43,1192,149,1892,1892,1583,448,18,16,-2,-980,0,0,0,18,2031,1134,1346,1268,0,0,3606,4797,121,49,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
44,1240,155,2552,2552,2312,-293,14,12,-2,-940,0,0,0,95,2018,2605,1248,1222,0,0,3557,1260,121,45,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
45,1288,161,2552,2552,2285,-224,10,8,-2,-924,0,0,0,70,2060,2509,1291,1287,0,0,5569,1053,121,42,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
46,1336,167,2552,2552,2263,9,2,0,-2,-911,0,0,0,13,2273,2254,1346,1318,0,0,6718,852,121,31,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,0,0,0,0,0,0,12,42,0
47,1360,170,2363,1056,1895,-336,-2,-12,-10,-897,0,0,0,48,1559,2232,1340,1343,0,0,3385,2918,121,26,4,0,0,0,0,0,0,0,1,1,1,0,7,0,4,0,62,62,62,0,100,1,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,3,39,27,87,0,0,12,42,0
48,1368,171,2174,1056,1724,-295,-2,-12,-10,-895,0,0,0,41,1428,2019,1361,1332,0,0,3385,2918,121,26,4,0,0,0,0,0,0,0,1,1,1,0,7,0,4,0,62,62,62,0,100,1,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,3,39,27,87,0,0,12,42,0
49,1376,172,1985,1056,1521,-18,-2,-12,-10,-897,0,0,0,6,1503,1540,1390,1335,0,0,6828,2918,121,26,4,0,0,0,0,0,0,0,1,1,1,0,7,0,4,0,62,62,58,0,100,1,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,3,39,27,87,0,0,12,42,0
50,1384,173,1796,1056,1015,198,-6,-16,-10,-900,0,0,0,-20,1213,817,1395,1366,0,0,6828,2260,121,20,4,0,0,0,0,0,0,0,1,1,1,0,7,0,4,0,74,74,74,0,100,1,0,1,0,0,0,0,0,4,1100,829,-29,25,51,-22,-36,-14,3,39,27,87,0,0,12,42,0
51,1392,174,1796,0,419,-498,-6,-16,-10,-904,0,800,917,-30,-79,917,1395,1366,1,1,6828,2260,121,20,4,0,3,1,74,50,58,0,1,1,1,0,0,0,4,0,74,74,74,0,100,1,0,1,0,0,0,0,0,4,1089,829,-29,100,20,-6,-16,-10,3,39,27,87,0,5,74,174,0
52,1400,175,1796,0,838,-996,-8,0,8,-902,0,800,1834,-2,-158,1834,1393,1377,2,2,5834,2164,121,9,4,0,3,1,94,50,58,0,1,1,1,0,0,0,4,0,94,94,94,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,9,-8,0,8,3,39,27,87,0,0,74,174,0
53,1408,176,1796,0,838,-996,-8,0,8,-903,0,800,1834,-3,-158,1834,1363,1377,3,3,5834,2164,121,9,4,0,3,1,94,50,58,0,1,1,1,0,0,0,4,0,94,94,94,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,9,-8,0,8,3,39,27,87,0,0,74,174,0
54,1416,177,1796,0,838,-996,-24,0,24,-904,0,800,1834,-15,-158,1834,1332,1357,4,4,5299,2356,121,3,4,1,3,1,102,50,58,0,1,1,1,0,0,0,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,3,-24,0,24,3,39,27,87,71,0,74,174,0
55,1424,178,1796,0,838,-996,-24,0,24,-914,9,800,1834,-80,-158,1834,1304,1338,5,5,5299,2356,121,3,4,1,3,1,102,50,58,0,1,1,1,0,0,0,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,3,-24,0,24,3,39,27,87,71,0,74,174,0
56,1432,179,1796,0,838,-996,-24,0,24,-934,29,800,1834,-144,-158,1834,1304,1338,6,6,5299,2356,121,3,4,1,3,1,102,50,58,0,1,1,1,0,0,0,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,3,-24,0,24,3,39,27,87,7,2,74,174,0
57,1440,180,1796,0,838,-996,0,0,0,-963,58,800,1834,-236,-158,1834,1184,1307,7,7,5062,225,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,7,0,74,174,0
58,1448,181,1796,0,838,-996,0,0,0,-980,75,800,1834,-267,-158,1834,1026,1312,8,8,5062,225,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,7,0,74,174,0
59,1456,182,1796,0,838,-996,0,0,0,-1012,108,800,1834,-302,-158,1834,932,1302,9,9,6410,235,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,7,0,74,174,0
60,1464,183,1796,0,828,-987,0,0,0,-1031,126,800,1816,-329,-158,1816,932,1302,10,10,6410,235,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,7,0,74,174,0
61,1472,184,1796,0,812,-970,0,0,0,-1066,161,800,1782,-340,-158,1782,882,1312,11,11,6410,235,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,7,0,74,174,0
62,1480,185,1796,0,807,-966,0,0,0,-1101,196,800,1773,-343,-158,1773,868,1297,12,12,5062,225,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,7,0,74,174,0
63,1488,186,1796,0,794,-953,0,0,0,-1119,214,800,1748,-352,-158,1748,834,1260,13,13,5062,225,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,7,0,74,174,0
64,1496,187,1796,0,741,-900,0,0,0,-1160,255,800,1642,-387,-158,1642,778,1224,14,14,5062,224,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,5,0,74,174,0
65,1504,188,1796,0,714,-873,0,0,0,-1182,277,800,1588,-406,-158,1588,778,1224,15,15,5062,224,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,5,0,74,174,0
66,1512,189,1796,0,697,-855,0,0,0,-1225,320,800,1553,-418,-158,1553,680,1197,16,16,5062,224,121,0,4,1,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,5,0,74,174,0
67,1520,190,1796,0,696,-855,0,0,0,-1267,363,800,1551,-418,-158,1551,559,1188,17,17,5062,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
68,1528,191,1796,0,721,-880,0,0,0,-1286,381,800,1602,-401,-158,1602,572,1186,18,18,5062,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
69,1536,192,1796,0,764,-923,0,0,0,-1321,416,800,1687,-372,-158,1687,585,1149,19,19,5062,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
70,1544,193,1796,0,782,-940,0,0,0,-1338,433,800,1723,-360,-158,1723,585,1149,20,20,5062,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
71,1552,194,1796,0,820,-979,0,0,0,-1369,464,800,1799,-335,-158,1799,573,1107,21,21,5062,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
72,1560,195,1796,0,785,-944,0,0,0,-1407,502,800,1729,-358,-158,1729,531,1063,22,22,5056,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
73,1568,196,1796,0,755,-914,0,0,0,-1428,523,800,1669,-378,-158,1669,434,1028,23,23,5056,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
74,1576,197,1796,0,723,-882,0,0,0,-1469,564,800,1605,-400,-158,1605,434,1028,24,24,6412,211,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
75,1584,198,1796,0,741,-899,0,0,0,-1487,582,800,1641,-388,-158,1641,329,1014,25,25,6412,211,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
76,1592,199,1796,0,838,-996,0,0,0,-1513,608,800,1834,-306,-158,1834,313,1002,26,26,6412,211,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
77,1600,200,1796,0,838,-996,0,0,0,-1518,613,800,1834,-156,-158,1834,367,980,27,27,5054,218,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
78,1608,201,1796,0,838,-996,0,0,0,-1513,608,800,1834,-66,-158,1834,407,951,28,28,5054,218,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,98,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,64,0,74,174,0
79,1616,202,1796,0,838,-996,0,0,0,-1501,596,800,1834,40,-158,1834,407,951,29,29,5064,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,64,0,74,174,0
80,1624,203,1796,0,838,-996,0,0,0,-1484,579,800,1834,145,-158,1834,401,895,30,30,5064,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
81,1632,204,1796,0,838,-996,0,0,0,-1464,560,800,1834,168,-158,1834,363,852,31,31,5064,225,121,0,4,0,3,1,102,50,58,0,1,1,1,0,0,1,4,0,102,102,102,0,100,1,0,0,0,0,0,0,0,4,1089,829,-29,100,0,0,0,0,3,39,27,87,0,0,74,174,0
