seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
0,32,4,2508,2508,2883,-51,2,2,0,6,0,0,0,18,2831,2935,0,0,0,0,8062,115,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,64,8,2508,2508,2843,-141,0,0,0,24,0,0,0,53,2702,2985,79,79,0,0,8041,109,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2,80,10,2348,1505,2490,-156,-2,-2,0,33,0,0,0,58,2334,2647,217,197,0,0,9387,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
3,88,11,2188,1505,2322,-161,-2,-2,0,37,0,0,0,60,2161,2484,217,197,0,0,9387,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
4,96,12,2028,1505,2120,-166,-2,-2,0,43,0,0,0,61,1954,2287,285,265,0,0,9387,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
5,104,13,1868,1505,1916,-120,-4,-4,0,47,0,0,0,47,1795,2036,364,332,0,0,8071,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
6,112,14,1708,1505,1715,-111,-4,-4,0,48,0,0,0,41,1603,1827,434,393,0,0,8071,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
7,120,15,1548,1505,1547,-77,-4,-6,-2,50,0,0,0,28,1470,1624,434,393,0,0,9420,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
8,128,16,1505,1505,1560,-47,-4,-6,-2,50,0,0,0,16,1513,1608,502,446,0,0,9420,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
9,136,17,1505,1505,1571,-22,-4,-6,-2,50,0,0,0,6,1549,1594,543,491,0,0,9420,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
10,144,18,1505,1505,1554,-8,-6,-6,0,49,0,0,0,0,1545,1562,574,531,0,0,8129,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
11,152,19,1505,1505,1533,-18,-6,-6,0,50,0,0,0,1,1515,1551,606,580,0,0,8129,114,46,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
12,160,20,1505,1505,1533,-42,-6,-6,0,51,0,0,0,9,1491,1576,606,580,0,0,9419,113,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
13,168,21,1505,1505,1518,-39,-6,-6,0,52,0,0,0,10,1479,1557,629,619,0,0,9419,113,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
14,176,22,1505,1505,1506,-45,-6,-6,0,53,0,0,0,12,1461,1552,652,642,0,0,9419,113,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
15,184,23,1505,1505,1498,-29,-6,-6,0,54,0,0,0,7,1468,1527,666,662,0,0,8036,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
16,192,24,1505,1505,1495,-21,-6,-6,0,53,0,0,0,3,1474,1516,669,671,0,0,8036,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
17,200,25,1505,1505,1495,-27,-8,-8,0,54,0,0,0,4,1468,1522,669,671,0,0,9434,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
18,208,26,1505,1505,1491,-16,-8,-8,0,53,0,0,0,0,1475,1507,682,672,0,0,9434,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
19,216,27,1505,1505,1489,-36,-8,-8,0,54,0,0,0,5,1453,1526,684,678,0,0,9434,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
20,224,28,1505,1505,1490,-27,-8,-8,0,55,0,0,0,3,1462,1517,684,677,0,0,8053,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
21,232,29,1505,1505,1490,-8,-8,-8,0,54,0,0,0,-3,1481,1498,684,677,0,0,8053,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
22,240,30,1505,1505,1488,34,-8,-8,0,51,0,0,0,-17,1522,1454,688,679,0,0,9426,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
23,248,31,1505,1505,1485,38,-8,-8,0,50,0,0,0,-22,1523,1446,699,682,0,0,9426,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
24,256,32,1505,1505,1480,45,-8,-8,0,47,0,0,0,-25,1525,1434,705,696,0,0,9426,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
25,264,33,1505,1505,1477,25,-8,-8,0,45,0,0,0,-20,1503,1451,701,710,0,0,8061,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
26,272,34,1505,1505,1477,10,-8,-8,0,45,0,0,0,-14,1487,1467,701,710,0,0,8061,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
27,280,35,1505,1505,1478,12,-8,-6,2,44,0,0,0,-13,1491,1465,691,715,0,0,9437,112,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
28,288,36,1505,1505,1481,13,-8,-6,2,43,0,0,0,-12,1494,1467,691,706,0,0,9437,112,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
29,296,37,1505,1505,1478,15,-8,-6,2,42,0,0,0,-12,1494,1463,697,709,0,0,9437,112,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
30,304,38,1505,1505,1480,24,-8,-6,2,40,0,0,0,-15,1504,1455,695,706,0,0,8061,111,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
31,312,39,1505,1505,1480,25,-8,-6,2,39,0,0,0,-16,1505,1454,695,706,0,0,8061,111,44,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
32,320,40,1505,1505,1479,15,-6,-6,0,38,0,0,0,-13,1494,1463,702,703,0,0,9413,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
33,328,41,1505,1505,1477,20,-6,-6,0,37,0,0,0,-14,1497,1456,705,707,0,0,9413,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
34,336,42,1505,1505,1473,13,-6,-6,0,36,0,0,0,-12,1486,1460,710,717,0,0,9413,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
35,344,43,1505,1505,1473,-3,-6,-6,0,35,0,0,0,-7,1469,1477,710,717,0,0,8027,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
36,352,44,1505,1505,1470,0,-6,-6,0,35,0,0,0,-5,1470,1470,712,727,0,0,8027,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
37,360,45,1505,1505,1468,-19,-6,-6,0,36,0,0,0,0,1449,1487,716,732,0,0,9375,118,40,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
38,368,46,1505,1505,1466,-29,-6,-6,0,36,0,0,0,4,1436,1496,719,736,0,0,9375,118,40,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
39,376,47,1505,1505,1462,-25,-6,-6,0,37,0,0,0,3,1436,1488,731,740,0,0,9375,118,40,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
40,384,48,1505,1505,1462,-29,-6,-6,0,37,0,0,0,5,1432,1492,731,740,0,0,8032,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
41,392,49,1505,1505,1461,-22,-6,-6,0,37,0,0,0,3,1439,1484,735,739,0,0,8032,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
42,400,50,1505,1505,1460,-26,-8,-6,2,38,0,0,0,4,1433,1487,745,735,0,0,9383,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
43,408,51,1505,1505,1457,-26,-8,-6,2,38,0,0,0,4,1431,1483,751,740,0,0,9383,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
44,416,52,1505,1505,1454,-24,-8,-6,2,38,0,0,0,4,1429,1478,755,750,0,0,9383,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
45,424,53,1505,1505,1454,-19,-8,-6,2,39,0,0,0,2,1434,1473,755,750,0,0,8044,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
46,432,54,1505,1505,1452,-10,-8,-6,2,38,0,0,0,0,1442,1462,754,757,0,0,8044,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
47,440,55,1505,1505,1452,-11,-8,-6,2,38,0,0,0,-1,1441,1463,754,758,0,0,9409,121,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
48,448,56,1505,1505,1451,2,-8,-6,2,38,0,0,0,-3,1454,1448,758,757,0,0,9409,121,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
49,456,57,1505,1505,1451,0,-8,-6,2,37,0,0,0,-8,1451,1451,758,757,0,0,9409,121,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
50,464,58,1505,1505,1447,24,-8,-6,2,35,0,0,0,-13,1471,1422,770,763,0,0,8065,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
51,472,59,1505,1505,1447,30,-8,-6,2,34,0,0,0,-17,1478,1416,767,763,0,0,8065,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
52,480,60,1505,1505,1446,30,-8,-6,2,32,0,0,0,-18,1477,1416,771,763,0,0,9397,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
53,488,61,1505,1505,1445,26,-8,-6,2,31,0,0,0,-16,1471,1418,774,767,0,0,9397,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
54,496,62,1505,1505,1445,6,-8,-6,2,30,0,0,0,-10,1451,1438,774,767,0,0,9397,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
55,504,63,1505,1505,1442,-21,-8,-6,2,31,0,0,0,-1,1421,1463,774,778,0,0,8013,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
56,512,64,1505,1505,1441,-37,-8,-6,2,32,0,0,0,5,1403,1478,770,787,0,0,8013,108,42,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
57,520,65,1505,1505,1441,-49,-8,-6,2,33,0,0,0,10,1392,1491,765,789,0,0,9374,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
58,528,66,1505,1505,1440,-51,-8,-6,2,34,0,0,0,12,1388,1491,777,783,0,0,9374,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
59,536,67,1505,1505,1440,-43,-8,-6,2,35,0,0,0,10,1396,1483,777,783,0,0,9374,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
60,544,68,1505,1505,1438,-30,-8,-6,2,35,0,0,0,5,1407,1468,784,785,0,0,8034,112,40,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
61,552,69,1505,1505,1438,-31,-8,-6,2,36,0,0,0,5,1406,1469,790,779,0,0,8034,112,40,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
62,560,70,1505,1505,1436,-22,-8,-6,2,36,0,0,0,2,1414,1458,794,781,0,0,9375,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
63,568,71,1505,1505,1436,-33,-8,-6,2,36,0,0,0,4,1403,1469,794,781,0,0,9375,120,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
