seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2926,-285,2,2,0,29,0,0,0,40,2641,3211,7,6,0,0,3495,1081,118,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2820,-49,-2,-2,0,44,0,0,0,6,2771,2869,238,199,0,0,3663,984,118,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2669,-226,-2,-2,0,36,0,0,0,22,2442,2895,512,530,0,0,3781,1081,117,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2517,63,-6,-6,0,43,0,0,0,-22,2581,2453,839,809,0,0,5772,984,117,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2426,189,-6,-4,2,16,0,0,0,-52,2616,2236,977,1036,0,0,3753,1062,117,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2346,-616,-4,0,4,17,0,0,0,70,1730,2962,1130,1203,0,0,3583,1062,117,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2320,137,-6,-2,4,-1,0,0,0,-46,2458,2183,1234,1202,0,0,3671,1023,117,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2260,-9,-4,-2,2,0,0,0,0,-9,2250,2269,1331,1347,0,0,3765,1054,117,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2243,42,-4,-2,2,0,0,0,0,-18,2285,2201,1362,1383,0,0,5819,964,117,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2229,-272,-2,0,2,3,0,0,0,31,1957,2501,1385,1415,0,0,3768,964,117,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
