seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2926,-412,2,2,0,27,0,0,0,58,2514,3338,8,5,0,0,3457,626,120,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2829,-43,-2,-2,0,47,0,0,0,8,2785,2872,227,175,0,0,6859,587,120,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2667,54,-4,-4,0,34,0,0,0,-15,2722,2612,521,527,0,0,3907,1019,120,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2522,-67,-8,-8,0,47,0,0,0,-17,2455,2589,818,810,0,0,3885,1077,120,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2426,-117,-10,-8,2,34,0,0,0,-36,2308,2544,986,1027,0,0,3801,1029,120,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2361,-422,-10,-8,2,30,0,0,0,-5,1939,2784,1120,1151,0,0,5678,954,119,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2305,247,-12,-8,4,3,0,0,0,-100,2553,2058,1240,1255,0,0,7295,922,119,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2266,-156,-10,-6,4,-13,0,0,0,-46,2109,2423,1292,1360,0,0,3833,1020,119,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2246,-125,-6,-2,4,-30,0,0,0,-31,2120,2371,1341,1393,0,0,3777,1000,119,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2228,-20,-4,2,6,-40,0,0,0,-20,2208,2249,1376,1428,0,0,3730,941,119,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
