seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2923,-266,6,6,0,16,0,0,0,47,2657,3190,13,10,0,0,3523,1077,120,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2882,-156,2,2,0,46,0,0,0,34,2725,3038,107,83,0,0,7257,869,120,41,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2657,137,0,0,0,43,0,0,0,-16,2795,2519,555,534,0,0,3518,1058,120,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2506,-500,0,0,0,51,0,0,0,67,2005,3007,826,866,0,0,3701,1097,119,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2422,221,-6,-6,0,53,0,0,0,-40,2644,2201,1027,1001,0,0,3804,1078,119,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2359,-216,-8,-6,2,53,0,0,0,-1,2143,2576,1127,1152,0,0,3902,1037,119,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2305,-406,-12,-8,4,56,0,0,0,-8,1898,2711,1243,1255,0,0,6984,878,119,42,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2261,-113,-14,-10,4,43,0,0,0,-65,2147,2375,1325,1347,0,0,3718,1078,119,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2242,-302,-10,-6,4,17,0,0,0,-32,1940,2545,1325,1422,0,0,3924,1018,119,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2223,-323,-8,-4,4,-4,0,0,0,-16,1900,2547,1373,1450,0,0,3881,957,119,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,528,66,2552,2552,2209,-25,-4,2,6,-22,0,0,0,-34,2183,2235,1421,1461,0,0,3626,857,119,41,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
