seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,ip_visual_row,ip_ctrl_row,ip_ctrl_dir,ip_ctrl_score,ip_ctrl_reason,fast_ra_type,fast_front,fast_left,fast_right,line_takeover_ready,line_takeover_cnt,exit_boost_active,exit_boost_cnt,hard_outer_dynamic,yaw_pred,yaw_remain,outer_scale,takeover_valid_rows,takeover_error,takeover_lookahead,takeover_trend,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
15,600,75,2552,0,979,-1239,0,0,0,-56,30,800,2218,-148,-260,2218,1470,1466,5,5,8048,906,119,34,1,0,3,1,12,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,74,725,100,34,0,0,0,0,0,0,0,0,2,12,71,0
16,608,76,2552,0,979,-1239,2,0,-2,-82,56,800,2218,-216,-260,2218,1470,1466,6,6,7573,816,119,29,1,0,3,1,12,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,121,678,100,29,2,0,-2,0,0,0,0,0,0,12,71,0
17,616,77,2552,0,979,-1239,2,0,-2,-95,70,800,2218,-236,-260,2218,1406,1464,7,7,7573,816,119,29,1,0,3,1,12,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,141,658,100,29,2,0,-2,0,0,0,0,0,0,12,71,0
18,624,78,2552,0,979,-1239,2,0,-2,-125,100,800,2218,-277,-260,2218,1328,1497,8,8,7117,816,119,29,1,0,3,1,12,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,183,616,100,29,2,0,-2,0,0,0,0,0,0,12,71,0
19,632,79,2552,0,1317,-1317,10,-8,-18,-143,117,800,2635,-305,0,2635,1190,1545,9,9,7117,2772,119,23,0,0,3,1,66,38,18,0,0,0,0,0,0,0,4,0,66,66,66,0,100,1,0,1,0,0,0,0,0,0,1850,209,590,100,23,10,-8,-18,5,41,23,83,0,0,12,71,0
20,640,80,2552,0,1269,-1269,10,-8,-18,-179,153,800,2539,-337,0,2539,959,1537,10,10,7117,2772,119,23,0,0,3,1,66,38,18,0,0,0,0,0,0,0,4,0,66,66,66,0,100,1,0,1,0,0,0,0,0,0,1850,254,545,100,23,10,-8,-18,5,41,23,83,0,0,12,71,0
21,648,81,2552,0,1228,-1228,2,-28,-30,-217,191,800,2457,-364,0,2457,959,1537,11,11,7015,718,119,24,0,1,3,1,66,38,18,0,0,0,0,0,0,0,0,0,0,0,68,0,100,1,0,1,0,0,0,0,0,0,1850,301,498,100,24,2,-28,-30,0,0,0,0,2,0,12,71,0
22,656,82,2552,0,1220,-1220,2,-28,-30,-236,210,800,2441,-369,0,2441,817,1530,12,12,7015,718,119,24,0,1,3,1,66,38,18,0,0,0,0,0,0,0,0,0,0,0,68,0,100,1,0,1,0,0,0,0,0,0,1850,321,478,100,24,2,-28,-30,0,0,0,0,2,0,12,71,0
23,664,83,2552,0,1226,-1226,-14,-48,-34,-272,247,800,2452,-366,0,2452,705,1530,13,13,3669,1366,119,21,0,1,3,1,76,38,18,0,0,0,0,0,0,0,4,0,76,76,76,0,100,1,0,1,0,0,0,0,0,0,1850,356,443,100,21,-14,-48,-34,10,46,33,93,7,0,12,71,0
24,672,84,2552,0,1230,-1230,-14,-48,-34,-290,264,800,2460,-363,0,2460,668,1504,14,14,3669,1366,119,21,0,1,3,1,76,38,18,0,0,0,0,0,0,0,4,0,76,76,76,0,100,1,0,1,0,0,0,0,0,0,1850,373,426,100,21,-14,-48,-34,10,46,33,93,7,0,12,71,0
25,680,85,2552,0,1253,-1253,-14,-48,-34,-323,297,800,2507,-347,0,2507,586,1478,15,15,3669,1366,119,21,0,1,3,1,76,38,18,0,0,0,0,0,0,0,4,0,76,76,76,0,100,1,0,1,0,0,0,0,0,0,1850,402,397,100,21,-14,-48,-34,10,46,33,93,7,0,12,71,0
26,688,86,2552,0,1210,-1210,-30,-28,2,-362,337,800,2420,-376,0,2420,586,1478,16,16,4353,3043,119,13,0,1,3,1,76,38,18,0,0,0,0,0,0,0,0,0,0,0,86,0,100,1,0,0,0,0,0,0,0,0,1850,450,349,100,13,-30,-28,2,0,0,0,0,7,0,12,71,0
27,696,87,2552,0,1152,-1152,-30,-28,2,-387,361,800,2305,-414,0,2305,499,1469,17,17,4353,3043,119,13,0,1,3,1,76,38,18,0,0,0,0,0,0,0,0,0,0,0,86,0,100,1,0,0,0,0,0,0,0,0,1850,485,314,100,13,-30,-28,2,0,0,0,0,7,0,12,71,0
28,704,88,2552,0,923,-923,-30,-28,2,-430,405,800,1847,-430,0,1847,412,1474,18,18,5671,3043,119,13,0,1,3,1,76,38,18,0,0,0,0,0,0,0,0,0,0,0,82,0,100,1,0,0,0,0,0,0,0,0,1443,534,265,78,13,-30,-28,2,0,0,0,0,7,0,12,71,0
29,712,89,2552,0,756,-756,-46,-8,38,-451,425,800,1512,-421,0,1512,317,1455,19,19,5671,4096,119,8,0,1,3,1,96,38,18,0,0,0,0,0,0,0,4,0,96,96,96,0,100,1,0,0,0,0,0,0,0,0,1443,551,248,78,8,-46,-8,38,20,56,33,93,7,0,12,71,0
30,720,90,2552,0,756,-756,-46,-8,38,-487,462,800,1512,-390,0,1512,317,1455,20,20,3184,4096,119,8,0,1,3,1,96,38,18,0,0,0,0,0,0,0,4,0,96,96,92,0,100,1,0,0,0,0,0,0,0,0,1443,579,220,78,8,-46,-8,38,20,56,33,93,7,0,12,71,0
31,728,91,2552,0,756,-756,-62,0,62,-519,494,800,1512,-346,0,1512,442,1424,21,21,3184,3831,119,1,0,1,3,1,96,38,18,0,0,0,0,0,0,0,0,0,0,0,110,0,100,1,0,0,0,0,0,0,0,0,1443,598,201,78,1,-62,0,62,0,0,0,0,7,0,12,71,0
32,736,92,2552,0,756,-756,-62,0,62,-536,510,800,1512,-341,0,1512,501,1412,22,22,3184,3831,119,1,0,1,3,1,96,38,18,0,0,0,0,0,0,0,0,0,0,0,110,0,100,1,0,0,0,0,0,0,0,0,1443,613,186,78,1,-62,0,62,0,0,0,0,7,0,12,71,0
33,744,93,2552,0,756,-756,-76,0,76,-564,538,800,1512,-302,0,1512,451,1398,23,23,3169,4581,119,1,0,1,3,1,110,38,18,0,0,0,0,0,0,0,0,0,110,110,110,0,100,1,0,0,0,0,0,0,0,0,1100,629,170,52,1,-76,0,76,23,59,33,93,7,0,12,71,0
34,752,94,2552,0,756,-756,-76,0,76,-583,557,800,1512,-331,0,1512,418,1354,24,24,3169,4581,119,1,0,1,3,1,110,38,18,0,0,0,0,0,0,0,0,0,110,110,110,0,100,1,0,0,0,0,0,0,0,0,1100,656,143,52,1,-76,0,76,23,59,33,93,7,0,12,71,0
35,760,95,2552,0,756,-756,-76,0,76,-617,591,800,1512,-338,0,1512,418,1354,25,25,3169,4581,119,1,0,1,3,1,110,38,18,0,0,0,0,0,0,0,0,0,110,110,110,0,100,1,0,0,0,0,0,0,0,0,1100,692,107,52,1,-76,0,76,23,59,33,93,7,0,12,71,0
36,768,96,2552,0,1084,-1084,-82,-20,62,-647,621,800,2168,-313,0,2168,390,1297,26,26,9269,1090,119,44,0,1,3,1,110,38,18,0,0,0,0,0,0,0,0,0,0,0,106,0,100,1,0,1,0,0,0,0,0,0,1100,715,84,52,44,-82,-20,62,0,0,0,0,7,0,12,71,0
37,776,97,2552,0,1083,-1083,-82,-20,62,-663,637,800,2167,-313,0,2167,389,1251,27,27,9269,1090,119,44,0,1,3,1,110,38,18,0,0,0,0,0,0,0,0,0,0,0,106,0,100,1,0,1,0,0,0,0,0,0,1100,731,68,25,44,-82,-20,62,0,0,0,0,7,0,12,71,0
38,784,98,2552,0,1096,-1096,-80,-40,40,-693,667,800,2192,-305,0,2192,506,1223,28,28,5917,1203,119,49,0,1,3,1,110,38,18,0,0,0,0,0,0,0,0,0,0,0,102,0,100,1,0,1,0,0,0,0,0,0,1100,759,40,25,49,-80,-40,40,0,0,0,0,7,0,12,71,0
39,792,99,2552,0,1072,-1072,-80,-40,40,-710,685,800,2145,-320,0,2145,543,1193,29,29,5917,1203,119,49,0,1,3,1,110,38,18,0,0,0,0,0,0,0,0,0,0,0,102,0,100,1,0,1,0,0,0,0,0,0,1100,781,18,25,49,-80,-40,40,0,0,0,0,7,0,12,71,0
40,800,100,2552,0,1400,955,-80,-40,40,-744,718,800,2145,-328,2355,444,543,1193,30,30,5917,1203,119,49,0,0,4,1,110,38,18,2,0,0,0,0,0,0,0,0,0,0,102,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,49,-80,-40,40,0,0,0,0,0,0,12,71,0
41,808,101,2552,0,1400,1058,-78,-60,18,-782,756,800,2145,-357,2458,341,530,1158,31,30,5557,1775,119,47,0,0,4,1,110,38,18,2,0,0,0,0,0,0,0,1,0,0,98,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,47,-78,-60,18,0,0,0,0,0,0,12,71,0
42,816,102,2552,0,1400,967,-78,-60,18,-796,770,800,2145,-331,2367,432,501,1125,32,30,5557,1775,119,47,0,0,4,1,110,38,18,2,0,0,0,0,0,0,0,1,0,0,98,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,47,-78,-60,18,0,0,0,0,0,0,12,71,0
43,824,103,2552,0,1400,495,-78,-60,18,-806,781,800,2145,-196,1895,904,493,1100,33,30,6652,1775,119,47,0,0,4,1,110,38,18,2,0,0,0,0,0,0,0,1,0,0,94,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,47,-78,-60,18,0,0,0,0,0,0,12,71,0
44,832,104,2552,0,1400,243,-72,-64,8,-806,780,800,2145,-124,1643,1156,493,1100,34,30,6652,4022,119,47,0,0,4,1,110,38,18,2,0,0,0,0,0,0,4,1,80,80,94,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,47,-72,-64,8,12,48,33,93,0,0,12,71,0
45,840,105,2552,0,1400,0,-72,-64,8,-800,774,800,2145,-16,1400,1400,466,1086,35,30,6652,4022,119,47,0,0,4,1,110,38,18,2,0,0,0,0,0,0,4,1,80,80,94,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,47,-72,-64,8,12,48,33,93,0,0,12,71,0
46,848,106,2552,0,1400,0,-74,-66,8,-793,767,800,2145,32,1400,1400,607,1058,36,30,4590,1130,119,47,0,0,4,1,110,38,18,2,0,0,0,0,0,0,0,1,0,0,90,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,47,-74,-66,8,0,0,0,0,0,0,12,71,0
47,856,107,2552,0,1400,0,-74,-66,8,-791,765,800,2145,38,1400,1400,727,999,37,30,4590,1130,119,47,0,0,4,1,110,38,18,2,0,0,0,0,0,0,0,1,0,0,90,0,100,1,0,1,0,0,0,0,0,0,1100,817,-17,25,47,-74,-66,8,0,0,0,0,0,0,12,71,0
48,864,108,2552,0,1400,0,0,0,0,-788,762,800,2145,31,1400,1400,802,943,38,30,3006,435,119,0,0,0,4,1,110,38,18,2,0,0,0,0,0,1,0,0,0,0,86,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
49,872,109,2552,0,1400,0,0,0,0,-786,761,800,2145,31,1400,1400,802,943,39,30,3006,435,119,0,0,0,4,1,110,38,18,2,0,0,0,0,0,1,0,0,0,0,86,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
50,880,110,2552,0,1400,0,0,0,0,-784,759,800,2145,26,1400,1400,852,902,40,30,3006,435,119,0,0,0,4,1,110,38,18,2,0,0,0,0,0,1,0,0,0,0,86,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
51,888,111,2552,0,1400,0,0,0,0,-783,757,800,2145,19,1400,1400,867,882,41,30,6414,252,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,82,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
52,896,112,2552,0,1400,0,0,0,0,-783,757,800,2145,12,1400,1400,869,875,42,30,6414,252,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,82,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
53,904,113,2552,0,1400,0,0,0,0,-783,757,800,2145,0,1400,1400,877,874,43,30,3006,255,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,78,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
54,912,114,2552,0,1400,0,0,0,0,-784,759,800,2145,-8,1400,1400,877,874,44,30,3006,255,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,78,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
55,920,115,2552,0,1400,0,0,0,0,-787,761,800,2145,-16,1400,1400,875,883,45,30,3008,258,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,74,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
56,928,116,2552,0,1400,0,0,0,0,-791,765,800,2145,-29,1400,1400,876,876,46,30,3008,258,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,74,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
57,936,117,2552,0,1400,0,0,0,0,-792,766,800,2145,-29,1400,1400,878,868,47,30,3008,258,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,74,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
58,944,118,2552,0,1400,0,0,0,0,-796,771,800,2145,-37,1400,1400,878,868,48,30,4919,259,119,0,0,0,5,1,110,38,18,2,1,1,1,0,0,1,0,0,0,0,70,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
59,952,119,2461,770,2239,195,0,0,0,-797,0,0,0,-30,2434,2044,867,865,0,0,4919,259,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,70,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
60,960,120,2126,770,1893,196,0,0,0,-800,0,0,0,-31,2089,1696,849,862,0,0,3005,212,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,66,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
61,968,121,1791,770,1544,172,0,0,0,-803,0,0,0,-27,1716,1372,836,864,0,0,3005,212,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,66,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
62,976,122,1456,770,1192,58,0,0,0,-802,0,0,0,-11,1250,1134,832,868,0,0,3005,212,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,66,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
63,984,123,1121,770,840,-8,0,0,0,-801,0,0,0,0,832,849,832,868,0,0,4919,213,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,62,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
64,992,124,786,770,464,-42,0,0,0,-800,0,0,0,6,421,506,831,873,0,0,4919,213,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,62,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
65,1000,125,770,770,561,4,0,0,0,-800,0,0,0,1,566,557,850,875,0,0,4919,213,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,62,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
66,1008,126,770,770,532,94,0,0,0,-803,0,0,0,-13,626,437,868,866,0,0,6420,262,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,58,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
67,1016,127,770,770,496,125,0,0,0,-804,0,0,0,-19,622,371,873,861,0,0,6420,262,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,58,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
68,1024,128,770,770,461,92,0,0,0,-805,0,0,0,-15,554,368,873,861,0,0,4919,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,54,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
69,1032,129,770,770,439,106,0,0,0,-806,0,0,0,-16,545,333,852,851,0,0,4919,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,54,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
70,1040,130,770,770,426,71,0,0,0,-807,0,0,0,-11,498,355,824,840,0,0,4919,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,54,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
71,1048,131,770,770,418,121,0,0,0,-810,0,0,0,-18,540,296,801,830,0,0,5067,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,50,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
72,1056,132,770,770,402,167,0,0,0,-812,0,0,0,-25,569,234,801,830,0,0,5067,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,50,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
73,1064,133,770,770,403,191,0,0,0,-815,0,0,0,-29,594,212,778,811,0,0,4930,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,46,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
74,1072,134,770,770,418,205,0,0,0,-817,0,0,0,-32,624,213,756,777,0,0,4930,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,46,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
75,1080,135,770,770,447,182,0,0,0,-820,0,0,0,-29,629,264,727,743,0,0,4930,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,46,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
76,1088,136,770,770,481,118,0,0,0,-821,0,0,0,-20,599,362,706,715,0,0,5080,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,42,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
77,1096,137,770,770,502,65,0,0,0,-821,0,0,0,-11,568,436,706,715,0,0,5080,261,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,42,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
78,1104,138,770,770,549,63,0,0,0,-821,0,0,0,-10,612,485,677,687,0,0,5077,263,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,38,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
79,1112,139,770,770,609,63,0,0,0,-822,0,0,0,-10,673,545,641,657,0,0,5077,263,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,38,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
80,1120,140,770,770,678,117,0,0,0,-824,0,0,0,-17,795,560,612,629,0,0,5077,263,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,38,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
81,1128,141,770,770,755,156,0,0,0,-827,0,0,0,-24,912,598,587,601,0,0,6429,263,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,34,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
82,1136,142,770,770,761,118,0,0,0,-827,0,0,0,-19,880,642,587,601,0,0,6429,263,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,34,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
83,1144,143,770,770,770,81,0,0,0,-828,0,0,0,-13,851,688,567,587,0,0,5077,262,119,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,30,0,100,1,0,0,0,0,0,0,0,0,1100,817,-17,25,0,0,0,0,0,0,0,0,0,0,12,71,0
