seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
194,2680,335,665,0,676,906,58,0,-58,-812,243,900,1583,425,1583,-229,647,402,12,12,5141,86,1,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,110,3,39,9,69,11,0,94,324,0
195,2688,336,665,0,644,874,58,0,-58,-788,267,900,1518,446,1518,-229,673,370,13,13,5141,86,1,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,110,3,39,9,69,11,0,94,324,0
196,2696,337,665,0,606,836,74,0,-74,-739,316,900,1443,470,1443,-229,693,343,14,14,5543,123,2,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,110,3,39,9,69,11,0,94,324,0
197,2704,338,665,0,614,844,74,0,-74,-692,363,900,1459,465,1459,-229,693,343,15,15,5543,123,2,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,110,3,39,9,69,11,0,94,324,0
198,2712,339,665,0,663,893,58,0,-58,-673,382,900,1556,434,1556,-229,718,324,16,16,5217,123,1,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,110,3,39,9,69,11,0,94,324,0
199,2720,340,665,0,641,871,58,0,-58,-628,427,900,1512,448,1512,-229,738,302,17,17,5217,3388,1,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,110,3,39,9,69,11,0,94,324,0
200,2728,341,665,0,634,864,58,0,-58,-605,450,900,1499,452,1499,-229,736,282,18,18,5217,3388,1,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,110,3,39,9,69,11,0,94,324,0
201,2736,342,665,0,606,836,58,0,-58,-557,498,900,1442,471,1442,-229,713,274,19,19,7362,3147,10,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,92,3,39,9,69,11,0,94,324,0
202,2744,343,665,0,609,839,58,0,-58,-510,545,900,1448,469,1448,-229,713,274,20,20,7362,3147,10,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,92,3,39,9,69,11,0,94,324,0
203,2752,344,665,0,612,842,54,0,-54,-487,568,900,1455,466,1455,-229,687,257,21,21,6871,3147,20,5,1,3,2,110,70,70,0,3,2,2,0,0,0,5,0,92,3,39,9,69,11,0,94,324,0
