seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2928,-417,4,4,0,23,0,0,0,60,2510,3346,3,1,0,0,6948,991,120,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2821,-104,0,0,0,38,0,0,0,16,2716,2925,239,195,0,0,3727,1017,120,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2656,24,0,0,0,25,0,0,0,-7,2680,2632,530,562,0,0,3600,995,120,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2525,172,-4,-4,0,41,0,0,0,-23,2697,2352,827,791,0,0,3518,991,119,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2436,-337,-4,-4,0,34,0,0,0,37,2098,2774,962,1010,0,0,5648,932,119,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2384,-48,-8,-8,0,31,0,0,0,-36,2335,2433,1104,1076,0,0,6975,856,119,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,328,41,2217,1440,1355,5,-10,-6,4,23,0,0,0,-28,1360,1350,1164,1207,0,0,3674,780,119,39,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,1
7,336,42,1882,1440,1192,0,-10,-6,4,21,0,0,0,-31,1192,1192,1186,1213,0,0,3674,780,119,39,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,2
8,344,43,1547,1440,892,-153,-10,-6,4,21,0,0,0,-14,738,1046,1186,1213,0,0,3674,780,119,39,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,3
9,352,44,1440,1440,885,-204,-10,-6,4,21,0,0,0,-6,680,1089,1200,1226,0,0,7684,715,119,35,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,4
