seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,32,4,2128,2128,2468,-104,2,2,0,13,0,0,0,15,2364,2572,0,0,0,0,7889,1107,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,8,2128,2128,2465,-355,2,2,0,30,0,0,0,55,2109,2820,44,33,0,0,4557,1087,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,96,12,2128,2128,2388,13,-2,-2,0,35,0,0,0,0,2402,2374,215,168,0,0,6750,914,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,128,16,2128,2128,2304,-217,-2,-2,0,43,0,0,0,30,2086,2522,372,348,0,0,4577,1077,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,160,20,2128,2128,2217,-135,-4,-6,-2,48,0,0,0,13,2082,2352,544,525,0,0,7824,1219,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,192,24,2128,2128,2134,9,-8,-8,0,48,0,0,0,-10,2144,2125,702,696,0,0,4540,1077,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,224,28,2128,2128,2087,-284,-8,-10,-2,53,0,0,0,17,1803,2372,792,794,0,0,6431,1091,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,256,32,2128,2128,2048,-219,-12,-12,0,51,0,0,0,-10,1829,2268,865,877,0,0,4535,1059,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,288,36,2128,2128,2013,-195,-14,-12,2,45,0,0,0,-25,1817,2208,937,947,0,0,7814,1222,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,320,40,2128,2128,1988,-313,-16,-12,4,39,0,0,0,-20,1674,2302,967,1016,0,0,4578,1078,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,352,44,2128,2128,1967,-109,-16,-12,4,23,0,0,0,-53,1858,2076,1022,1046,0,0,4652,1078,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,384,48,2128,2128,1952,-365,-16,-12,4,17,0,0,0,-23,1586,2318,1031,1097,0,0,4624,1078,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,416,52,2128,2128,1932,-90,-16,-12,4,-2,0,0,0,-62,1842,2022,1069,1138,0,0,4636,1059,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
13,448,56,2128,2128,1928,-250,-14,-10,4,-11,0,0,0,-33,1677,2178,1086,1138,0,0,4658,1040,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
14,480,60,2128,2128,1916,-172,-12,-8,4,-25,0,0,0,-39,1743,2089,1100,1171,0,0,4707,1019,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
15,512,64,2128,2128,1914,-138,-12,-6,6,-32,0,0,0,-33,1775,2052,1125,1156,0,0,8038,1000,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
16,544,68,2128,2128,1909,-216,-10,-4,6,-43,0,0,0,-20,1693,2125,1127,1174,0,0,4725,961,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
17,576,72,2128,2128,1903,-35,-6,0,6,-52,0,0,0,-33,1867,1938,1138,1186,0,0,6601,916,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
18,608,76,2128,2128,1902,-91,-4,2,6,-57,0,0,0,-5,1811,1994,1143,1183,0,0,4671,893,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
19,616,77,1895,1397,1546,-121,-2,2,4,-56,0,0,0,3,1424,1667,1143,1183,0,0,4654,853,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
20,624,78,1662,1397,1295,-118,-2,2,4,-55,0,0,0,7,1177,1414,1153,1195,0,0,4654,853,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
21,632,79,1429,1397,1052,-21,-2,4,6,-56,0,0,0,-2,1030,1073,1153,1192,0,0,7930,853,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
22,640,80,1397,1397,1115,-32,-2,4,6,-56,0,0,0,0,1083,1148,1163,1180,0,0,7930,965,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
