seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
202,2888,361,2128,2128,2186,-611,-12,-12,0,79,0,0,0,25,1575,2797,577,614,0,0,4287,1100,53,0,0,0,0,0,0,0,0,4,5,2,0,6,0,0,0,0,0,0,0,0,0,0,74,317,0
203,2920,365,2128,2128,2128,-398,-8,-18,-10,90,0,0,0,-18,1730,2526,704,719,0,0,6369,1089,53,0,0,0,0,0,0,0,0,4,5,2,0,6,0,0,0,0,0,0,0,0,0,0,74,317,0
204,2952,369,2128,2128,2070,-63,-14,-16,-2,63,0,0,0,-73,2006,2133,829,828,0,0,4397,1048,51,0,0,0,0,0,0,0,0,4,5,2,0,6,0,0,0,0,0,0,0,0,0,0,74,317,0
205,2984,373,1866,1558,1676,-346,-18,-16,2,53,0,0,0,-34,1330,2023,898,980,0,0,7824,1036,50,0,0,0,0,0,0,0,0,4,5,2,0,5,0,0,0,0,0,0,0,0,0,0,74,317,0
206,3016,377,1558,1558,1332,-141,-20,-16,4,29,0,0,0,-77,1190,1473,943,988,0,0,4588,1022,50,0,0,0,0,0,0,0,0,4,5,2,0,5,0,0,0,0,0,0,0,0,0,0,74,317,0
207,3048,381,1558,1558,1266,-230,-20,-14,6,10,0,0,0,-67,1035,1496,926,1066,0,0,6577,983,48,0,0,0,0,0,0,0,0,4,5,2,0,5,0,0,0,0,0,0,0,0,0,0,74,317,0
208,3080,385,2128,2128,2195,-252,-16,-10,6,-17,0,0,0,-62,1943,2447,906,981,0,0,4585,4752,48,0,0,0,0,0,0,0,0,4,5,2,0,4,0,0,1,0,0,0,0,0,0,0,74,317,0
209,3112,389,2128,2128,2018,-148,-14,-6,8,-35,0,0,0,-64,1870,2167,886,976,0,0,4553,934,45,0,0,0,0,0,0,0,0,4,5,2,0,6,0,0,0,0,0,0,0,0,0,0,74,317,0
210,3144,393,2128,2128,2003,-103,-12,-4,8,-54,0,0,0,-60,1900,2106,934,991,0,0,4689,934,45,0,0,0,0,0,0,0,0,4,5,2,0,6,0,0,0,0,0,0,0,0,0,0,74,317,0
211,3176,397,2128,2128,1987,-139,-8,0,8,-66,0,0,0,-38,1847,2126,958,1030,0,0,4684,854,41,0,0,0,0,0,0,0,0,4,5,2,0,4,0,0,1,0,0,0,0,0,0,0,74,317,0
212,3208,401,2128,2128,1943,-66,-8,4,12,-78,0,0,0,-37,1876,2010,1066,1098,0,0,4526,856,41,0,0,0,0,0,0,0,0,4,5,2,0,6,0,0,0,0,0,0,0,0,0,0,74,317,0
213,3232,404,1997,1520,967,-61,-4,-28,-24,-80,0,0,0,-18,905,1029,1076,1137,0,0,4283,1152,33,5,1,0,0,0,0,0,0,4,5,2,0,5,0,5,1,42,0,36,33,93,5,0,74,317,1
