seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,8,1,800,1137,928,0,2,2,0,2,0,0,0,1,928,928,1,0,0,0,7924,664,32,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,1
1,16,2,1137,1137,1318,0,2,2,0,2,0,0,0,1,1318,1318,0,0,0,0,7924,664,32,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,2
2,24,3,1612,1612,1869,-49,2,2,0,3,0,0,0,8,1820,1919,0,1,0,0,7699,644,31,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
3,32,4,1612,1612,1869,-67,2,2,0,4,0,0,0,11,1802,1937,0,1,0,0,7699,644,31,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
4,40,5,1612,0,1114,-787,2,2,0,8,0,900,1902,27,326,1902,0,1,1,1,6631,1033,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,5,4
5,48,6,1612,0,1114,-787,2,2,0,10,0,900,1902,33,326,1902,4,4,2,2,6631,1033,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,4
6,56,7,1612,0,1114,-787,2,2,0,10,0,900,1902,10,326,1902,17,13,3,3,6631,1033,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,4
7,64,8,1612,0,1114,-794,0,0,0,2,6,900,1908,-45,320,1908,41,30,4,4,8490,1041,51,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,70,5,4
8,72,9,1612,0,1114,-794,0,0,0,-3,11,900,1908,-69,320,1908,41,30,5,5,8490,1041,51,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,70,5,4
9,80,10,1612,0,1114,-794,2,2,0,-15,23,900,1908,-100,320,1908,71,53,6,6,9737,825,40,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,4
10,88,11,1612,0,1114,-794,2,2,0,-23,31,900,1908,-117,320,1908,84,81,7,7,9737,825,40,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,4
11,96,12,1612,0,1114,-794,2,2,0,-40,49,900,1908,-151,320,1908,86,114,8,8,9737,825,40,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,5,4
