seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,ip_visual_row,ip_ctrl_row,ip_ctrl_dir,ip_ctrl_score,ip_ctrl_reason,fast_ra_type,fast_front,fast_left,fast_right,line_takeover_ready,line_takeover_cnt,exit_boost_active,exit_boost_cnt,hard_outer_dynamic,yaw_pred,yaw_remain,outer_scale,takeover_valid_rows,takeover_error,takeover_lookahead,takeover_trend,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2930,167,6,8,2,-10,0,0,0,-9,3098,2762,-4,0,0,0,3522,1260,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2866,-363,6,6,0,15,0,0,0,75,2502,3229,136,118,0,0,3457,1406,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2750,-114,0,0,0,39,0,0,0,24,2635,2864,395,323,0,0,3513,1405,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2597,3,-2,-4,-2,42,0,0,0,2,2601,2594,662,665,0,0,3485,1261,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2470,45,-4,-4,0,40,0,0,0,-8,2516,2424,912,923,0,0,6649,1406,120,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2378,-257,-6,-6,0,45,0,0,0,15,2121,2635,1099,1104,0,0,3418,1262,120,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2317,-521,-12,-10,2,56,0,0,0,8,1796,2838,1230,1218,0,0,3420,1405,120,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2297,-294,-12,-8,4,19,0,0,0,-39,2003,2592,1266,1261,0,0,3506,1408,120,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2240,328,-12,-8,4,-7,0,0,0,-113,2569,1912,1370,1385,0,0,3490,1224,120,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2212,-465,-10,-6,4,-10,0,0,0,-5,1746,2677,1413,1457,0,0,6910,1312,120,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
10,528,66,2552,2552,2198,-159,-8,-2,6,-31,0,0,0,-33,2039,2357,1436,1487,0,0,3582,1109,120,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
11,552,69,2217,1520,1673,84,-4,0,4,-41,0,0,0,-45,1757,1589,1466,1506,0,0,3579,1052,120,42,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,0,0,0,1
12,560,70,1882,1520,1321,99,-4,0,4,-43,0,0,0,-41,1421,1221,1464,1508,0,0,3579,1052,120,42,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,0,0,0,2
13,568,71,1547,1520,970,28,-4,0,4,-45,0,0,0,-25,998,941,1464,1508,0,0,3579,1052,120,42,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,0,0,0,3
14,576,72,1547,0,865,-985,-2,2,4,-42,0,800,1850,4,-120,1850,1456,1500,1,1,6016,987,120,38,1,0,3,1,12,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,1,798,100,38,-2,2,4,0,0,0,0,0,5,12,72,3
15,584,73,1547,0,865,-985,-2,2,4,-42,0,800,1850,4,-120,1850,1463,1506,2,2,6016,987,120,38,1,0,3,1,12,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1850,1,798,100,38,-2,2,4,0,0,0,0,0,0,12,72,3
