seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
193,2448,306,665,665,783,-65,0,0,0,-1040,0,0,0,4,717,849,325,334,0,0,4908,905,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
194,2456,307,665,665,785,-42,0,0,0,-1040,0,0,0,4,742,827,318,324,0,0,4908,905,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
195,2464,308,665,665,785,-48,0,0,0,-1039,0,0,0,6,736,833,313,315,0,0,5050,20,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
196,2472,309,665,665,785,-85,0,0,0,-1038,0,0,0,13,699,870,310,314,0,0,5050,20,0,5,0,0,0,0,0,0,0,0,255,212,4,19,2,14,0,247,0,183,0,0,0,175,0,19,19
213,2608,326,665,665,785,396,0,0,0,-1113,0,0,0,-65,1181,388,247,183,0,0,4897,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
214,2616,327,665,665,785,423,0,0,0,-1118,0,0,0,-70,1208,361,126,146,0,0,4897,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
215,2624,328,665,665,785,300,0,0,0,-1122,0,0,0,-52,1085,484,94,136,0,0,6413,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
216,2632,329,665,665,785,250,0,0,0,-1125,0,0,0,-43,1035,534,69,128,0,0,6413,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
217,2640,330,665,665,785,264,0,0,0,-1128,0,0,0,-44,1049,520,69,128,0,0,4897,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
218,2648,331,665,665,785,311,0,0,0,-1133,0,0,0,-51,1096,473,56,112,0,0,4897,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
219,2656,332,665,665,785,315,0,0,0,-1136,0,0,0,-53,1100,469,45,94,0,0,4897,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
220,2664,333,665,665,785,274,0,0,0,-1140,0,0,0,-47,1059,510,31,83,0,0,5040,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
221,2672,334,665,665,785,241,0,0,0,-1144,0,0,0,-41,1026,543,31,83,0,0,5040,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
222,2680,335,665,665,785,250,0,0,0,-1146,0,0,0,-42,1035,534,31,83,0,0,4896,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
223,2688,336,665,665,785,268,0,0,0,-1151,0,0,0,-45,1053,516,19,71,0,0,4896,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
224,2696,337,665,665,785,272,0,0,0,-1153,0,0,0,-45,1057,512,12,58,0,0,4896,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
225,2704,338,665,665,785,272,0,0,0,-1158,0,0,0,-46,1057,512,12,58,0,0,5040,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
226,2712,339,665,665,785,276,0,0,0,-1163,0,0,0,-46,1061,508,12,58,0,0,5040,19,0,5,0,0,0,0,0,0,0,3,2,2,0,2,1,5,0,60,2,38,9,69,0,0,70,240,0
