seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
20,648,81,1893,0,1123,-800,-2,-14,-12,-102,48,900,1924,-166,322,1924,1284,1361,6,6,7242,2694,119,25,1,1,3,1,70,50,58,0,0,0,0,0,0,0,0,0,60,2,38,26,86,7,0,70,76,4
21,656,82,1893,0,1123,-800,2,0,-2,-123,69,900,1924,-196,322,1924,1236,1367,7,7,6663,2662,119,19,4,1,3,1,74,50,58,0,0,0,0,0,0,0,4,0,74,9,45,24,84,7,0,70,76,4
22,664,83,1893,0,1123,-800,2,0,-2,-137,83,900,1924,-223,322,1924,1155,1344,8,8,6663,2662,119,19,4,1,3,1,74,50,58,0,0,0,0,0,0,0,4,0,74,9,45,24,84,7,0,70,76,4
23,672,84,1893,0,1123,-800,6,0,-6,-161,106,900,1924,-233,322,1924,1155,1344,9,9,7707,2662,119,12,4,1,3,1,74,50,58,0,0,0,0,0,0,0,4,0,74,9,45,24,84,7,0,70,76,4
24,680,85,1893,0,1123,-800,6,0,-6,-186,131,900,1924,-243,322,1924,1118,1323,10,10,7707,2079,119,12,4,1,3,1,88,50,58,0,0,0,0,0,0,0,4,0,88,9,45,24,84,7,0,70,76,4
25,688,86,1893,0,1123,-800,6,0,-6,-199,145,900,1924,-255,322,1924,1071,1305,11,11,7707,2079,119,12,4,1,3,1,88,50,58,0,0,0,0,0,0,0,4,0,88,9,45,24,84,7,0,70,76,4
26,696,87,1893,0,1123,-800,-10,0,10,-221,166,900,1924,-228,322,1924,1033,1300,12,12,5837,229,119,8,4,1,3,1,96,50,58,0,0,0,0,0,0,0,4,0,96,9,45,24,84,5,0,70,76,4
27,704,88,1893,0,1123,-800,-10,0,10,-234,180,900,1924,-241,322,1924,996,1279,13,13,5837,229,119,8,4,1,3,1,96,50,58,0,0,0,0,0,0,0,4,0,96,9,45,24,84,5,0,70,76,4
28,712,89,1893,0,1123,-800,-26,0,26,-265,210,900,1924,-284,322,1924,996,1279,14,14,5255,229,119,1,4,0,3,1,96,50,58,0,0,0,0,0,0,0,4,0,96,9,45,24,84,0,0,70,76,4
29,720,90,1893,0,1123,-800,-26,0,26,-290,235,900,1924,-265,322,1924,955,1252,15,15,5255,3394,119,1,4,0,3,1,110,50,58,0,0,0,0,0,0,0,4,0,110,9,45,24,84,0,0,70,76,4
30,728,91,1893,0,1123,-800,-26,0,26,-306,252,900,1924,-286,322,1924,918,1225,16,16,5255,3394,119,1,4,0,3,1,110,50,58,0,0,0,0,0,0,0,4,0,110,9,45,24,84,0,0,70,76,4
31,736,92,1893,0,1123,-800,-42,0,42,-332,278,900,1924,-263,322,1924,881,1211,17,17,5550,3772,119,6,4,1,3,1,110,50,58,0,0,0,0,0,0,0,4,1,110,9,45,24,84,7,0,70,76,4
32,744,93,1893,0,1123,-800,-42,0,42,-348,293,900,1924,-281,322,1924,881,1211,18,18,5550,3772,119,6,4,1,3,1,110,50,58,0,0,0,0,0,0,0,4,0,110,9,45,24,84,7,0,70,76,4
33,752,94,1893,0,1123,-800,0,0,0,-380,325,900,1924,-300,322,1924,852,1190,19,19,5079,20,119,0,4,1,3,1,110,50,58,0,0,0,0,0,0,1,4,0,110,9,45,24,84,7,0,70,76,4
34,760,95,1893,0,1123,-800,0,0,0,-410,356,900,1924,-304,322,1924,825,1169,20,20,5079,20,119,0,4,1,3,1,110,50,58,0,0,0,0,0,0,1,4,0,110,9,45,24,84,7,0,70,76,4
35,768,96,1893,0,1123,-800,0,0,0,-424,370,900,1924,-296,322,1924,803,1153,21,21,5079,20,119,0,4,1,3,1,110,50,58,0,0,0,0,0,0,1,4,0,110,9,45,24,84,7,0,70,76,4
36,776,97,1893,0,1123,-800,0,0,0,-454,399,900,1924,-296,322,1924,779,1130,22,22,5080,19,119,0,4,1,3,1,110,50,58,0,0,0,0,0,0,1,4,0,110,9,45,24,84,7,0,70,76,4
37,784,98,1893,0,1123,-800,0,0,0,-472,417,900,1924,-321,322,1924,779,1130,23,23,5080,19,119,0,4,1,3,1,110,50,58,0,0,0,0,0,0,1,4,0,110,9,45,24,84,7,0,70,76,4
38,792,99,1893,0,1123,-800,0,0,0,-499,444,900,1924,-291,322,1924,757,1112,24,24,6438,20,119,0,4,1,3,1,110,50,58,0,0,0,0,0,0,1,4,0,110,9,45,24,84,7,0,70,76,4
