seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
0,32,4,2329,2329,2695,-67,-10,-10,0,3,0,0,0,20,2627,2762,0,0,0,0,9160,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,64,8,2329,2329,2659,-191,-10,-12,-2,22,0,0,0,65,2467,2850,77,68,0,0,9165,135,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2,96,12,2329,2329,2548,-161,-12,-14,-2,38,0,0,0,52,2387,2710,318,268,0,0,7800,122,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3,128,16,2329,2329,2456,-66,-16,-18,-2,42,0,0,0,6,2390,2523,501,453,0,0,7800,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
4,160,20,2329,2329,2368,-100,-18,-20,-2,47,0,0,0,14,2267,2469,655,652,0,0,7766,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
5,192,24,2329,2329,2302,-63,-18,-20,-2,48,0,0,0,0,2239,2366,794,777,0,0,9154,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
6,224,28,2329,2329,2161,-64,-20,-22,-2,46,0,0,0,-5,2096,2225,921,932,0,0,9132,120,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
7,256,32,2329,2329,2066,-69,-22,-22,0,48,0,0,0,0,1996,2136,1014,1015,0,0,7779,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
8,288,36,2329,2329,2001,-85,-24,-24,0,48,0,0,0,1,1915,2086,1070,1075,0,0,7783,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
9,320,40,2329,2329,1954,-148,-24,-24,0,53,0,0,0,19,1805,2103,1105,1123,0,0,7805,122,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
10,352,44,2329,2329,1924,-71,-24,-24,0,51,0,0,0,-6,1853,1995,1127,1145,0,0,9158,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
11,384,48,2329,2329,1897,5,-24,-24,0,44,0,0,0,-31,1902,1892,1148,1180,0,0,9137,121,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
12,416,52,2329,2329,1877,13,-22,-22,0,34,0,0,0,-36,1890,1864,1171,1198,0,0,7799,122,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
13,448,56,2329,2329,1862,-38,-22,-20,2,28,0,0,0,-14,1824,1900,1188,1212,0,0,7884,119,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
14,480,60,2329,2329,1854,-53,-20,-20,0,23,0,0,0,-9,1800,1908,1195,1219,0,0,7919,117,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
15,512,64,2329,2329,1844,-3,-20,-18,2,18,0,0,0,-22,1841,1848,1215,1223,0,0,9343,129,49,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
16,544,68,2169,1514,1796,-27,-18,-16,2,15,0,0,0,-11,1769,1823,1214,1226,0,0,9367,125,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
17,552,69,2009,1514,1628,-26,-18,-16,2,15,0,0,0,-11,1601,1654,1218,1223,0,0,9367,125,45,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
18,560,70,1849,1514,1460,3,-18,-16,2,12,0,0,0,-20,1463,1456,1218,1223,0,0,7988,109,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
19,568,71,1689,1514,1292,-7,-18,-16,2,11,0,0,0,-19,1284,1299,1218,1223,0,0,7988,109,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
20,576,72,1529,1514,1122,-11,-18,-16,2,9,0,0,0,-17,1111,1134,1212,1235,0,0,7988,109,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
21,584,73,1514,1514,1218,3,-16,-16,0,7,0,0,0,-21,1221,1215,1214,1226,0,0,9345,105,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
22,592,74,1514,1514,1231,-13,-16,-16,0,7,0,0,0,-17,1218,1245,1211,1220,0,0,9345,105,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
23,600,75,1514,1514,1235,-9,-14,-14,0,5,0,0,0,-16,1226,1245,1200,1215,0,0,7980,101,37,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
24,608,76,1514,1514,1235,-3,-14,-14,0,4,0,0,0,-18,1232,1239,1200,1215,0,0,7980,101,37,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
25,616,77,1514,1514,1245,12,-14,-14,0,1,0,0,0,-23,1257,1232,1179,1199,0,0,7980,101,37,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
26,624,78,1514,1514,1256,18,-14,-16,-2,-1,0,0,0,-27,1274,1238,1153,1180,0,0,9351,1139,34,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
27,632,79,1514,1514,1264,-17,-14,-16,-2,-1,0,0,0,-17,1247,1281,1142,1158,0,0,9351,1139,34,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
28,640,80,1514,1514,1264,-46,-12,-18,-6,-1,0,0,0,-8,1217,1311,1142,1158,0,0,7751,1303,30,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
29,648,81,1514,1514,1264,-57,-12,-18,-6,0,0,0,0,-3,1207,1321,1142,1158,0,0,7751,1303,30,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
30,656,82,1514,1514,1274,-98,-12,-18,-6,1,0,0,0,9,1175,1372,1124,1138,0,0,7751,1303,30,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
31,664,83,1309,1352,723,-4,-10,-10,0,0,0,0,0,-6,719,728,1116,1134,1,0,8315,2070,23,1,0,2,1,66,12,18,0,0,0,0,0,1,0,1,0,66,5,41,30,90,0
32,672,84,1352,1352,1039,18,-10,-10,0,-2,1,0,0,-16,1057,1020,1116,1134,2,0,8315,2070,23,1,0,2,1,66,12,18,0,0,0,0,0,1,0,1,0,66,5,41,30,90,0
33,680,85,1352,1352,840,-840,-8,0,8,-5,5,700,1680,-26,0,1680,1116,1134,3,1,6437,1586,17,1,0,3,1,78,12,18,0,0,0,0,0,1,0,1,0,78,5,41,30,90,0
34,688,86,1352,1352,840,-840,-8,0,8,-3,3,700,1680,-6,0,1680,1116,1134,4,2,6437,1586,17,1,0,3,1,78,12,18,0,0,0,0,0,1,0,1,0,78,5,41,30,90,0
35,696,87,1352,1352,840,-840,-8,0,8,-10,10,700,1680,-46,0,1680,1069,1088,5,3,6437,1586,17,1,0,3,1,78,12,18,0,0,0,0,0,1,0,1,0,78,5,41,30,90,0
36,704,88,1352,1352,840,-840,-8,0,8,-16,16,700,1680,-54,0,1680,1048,1066,6,4,7191,1880,10,1,0,3,1,92,12,18,0,0,0,0,0,1,0,1,0,92,5,41,30,90,0
37,712,89,1352,1352,840,-840,-8,0,8,-20,19,700,1680,-60,0,1680,1029,1049,7,5,7191,1880,10,1,0,3,1,92,12,18,0,0,0,0,0,1,0,1,0,92,5,41,30,90,0
38,720,90,1352,1352,840,-840,-8,0,8,-25,25,700,1680,-58,0,1680,1029,1049,8,6,5177,2405,3,1,0,3,1,106,12,18,0,0,0,0,0,1,0,1,0,106,5,41,30,90,0
39,728,91,1352,1352,840,-840,-8,0,8,-34,34,700,1680,-97,0,1680,972,1044,9,7,5177,2405,3,1,0,3,1,106,12,18,0,0,0,0,0,1,0,1,0,106,5,41,30,90,0
40,736,92,1352,1352,840,-840,0,0,0,-42,41,700,1680,-89,0,1680,906,1047,10,8,6243,19,0,1,0,3,1,106,12,18,0,0,0,0,0,1,1,1,0,106,5,41,30,90,0
41,744,93,1352,1352,840,-840,0,0,0,-48,47,700,1680,-73,0,1680,842,1050,11,9,6243,19,0,1,0,3,1,106,12,18,0,0,0,0,0,1,1,1,0,106,5,41,30,90,0
42,752,94,1352,1352,840,-840,0,0,0,-54,54,700,1680,-91,0,1680,842,1050,12,10,6243,19,0,1,0,3,1,106,12,18,0,0,0,0,0,1,1,1,0,106,5,41,30,90,0
43,760,95,1352,1352,840,-840,0,0,0,-60,60,700,1680,-74,0,1680,781,1039,13,11,5038,19,0,1,0,3,1,106,12,18,0,0,0,0,0,1,1,1,0,106,5,41,30,90,0
44,768,96,1352,1352,840,-840,0,0,0,-76,75,700,1680,-153,0,1680,668,1021,14,12,5038,19,0,1,0,3,1,106,12,18,0,0,0,0,0,1,1,1,0,106,5,41,30,90,0
45,776,97,1352,1352,840,-840,0,0,0,-115,115,700,1680,-297,0,1680,587,1019,15,13,6262,19,0,1,0,3,1,106,12,18,0,0,0,0,0,1,1,1,0,106,5,41,30,90,0
