seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2928,-293,6,6,0,20,0,0,0,59,2635,3221,3,1,0,0,3575,1046,118,53,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2807,-173,0,2,2,54,0,0,0,33,2633,2981,277,212,0,0,3473,1008,118,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2643,337,-2,-2,0,42,0,0,0,-44,2980,2305,564,581,0,0,3498,1151,118,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2534,-607,-2,-4,-2,71,0,0,0,83,1927,3142,780,799,0,0,5762,951,117,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2431,-245,-8,-6,2,55,0,0,0,-2,2185,2677,975,1017,0,0,7002,886,117,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2367,-436,-12,-8,4,62,0,0,0,-4,1930,2804,1121,1128,0,0,3831,1027,117,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2328,-367,-12,-8,4,31,0,0,0,-29,1960,2695,1167,1239,0,0,3614,1019,117,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,2552,2552,2287,-17,-12,-8,4,17,0,0,0,-68,2269,2304,1268,1302,0,0,3687,1153,117,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
8,432,54,2552,2552,2263,-241,-8,-4,4,1,0,0,0,-26,2021,2505,1303,1361,0,0,5750,961,117,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480,60,2552,2552,2245,-120,-6,0,6,-15,0,0,0,-27,2124,2365,1346,1392,0,0,7052,935,117,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,528,66,2552,2552,2235,0,-2,4,6,-24,0,0,0,-11,2235,2235,1370,1408,0,0,3809,855,117,43,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
11,560,70,455,455,0,0,0,4,4,-20,0,0,0,4,0,0,1391,1421,1,0,3717,798,117,40,1,0,0,1,0,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,568,71,455,455,0,0,0,4,4,-21,1,0,0,-4,0,0,1404,1415,2,0,3717,798,117,40,1,0,0,1,0,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,576,72,455,455,0,0,0,4,4,-23,2,0,0,-12,0,0,1416,1432,3,0,3717,798,117,40,1,0,0,1,0,38,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
