seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,32,4,2128,2128,2468,-34,6,6,0,-5,0,0,0,10,2434,2502,0,-3,0,0,6889,1041,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64,8,2128,2128,2458,-399,2,2,0,20,0,0,0,65,2058,2858,63,41,0,0,3524,1079,52,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,96,12,2128,2128,2380,7,2,2,0,23,0,0,0,1,2387,2373,226,188,0,0,5679,963,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,128,16,2128,2128,2297,-186,0,0,0,30,0,0,0,28,2110,2484,370,378,0,0,3660,1042,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,160,20,2128,2128,2226,-229,-2,-2,0,39,0,0,0,33,1996,2455,523,510,0,0,7067,924,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,192,24,2128,2128,2169,-138,-4,-4,0,47,0,0,0,19,2031,2307,645,614,0,0,3547,1054,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,208,26,1895,1612,1780,6,-6,-6,0,46,0,0,0,-2,1787,1774,701,687,0,0,5591,812,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1
7,216,27,1662,1612,1519,-39,-6,-6,0,46,0,0,0,0,1479,1558,728,727,0,0,5591,812,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,2
8,224,28,1612,1612,1554,57,-6,-6,0,44,0,0,0,-13,1612,1497,728,727,0,0,5591,812,39,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,3
9,232,29,1612,1612,1563,35,-6,-6,0,43,0,0,0,-12,1599,1528,752,763,0,0,6185,1071,52,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,4
10,240,30,1612,0,1105,-790,-6,-6,0,43,0,900,1896,-3,314,1896,781,785,1,1,6185,1071,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,30,4
11,248,31,1612,0,1107,-792,-8,-6,2,45,0,900,1900,6,314,1900,801,797,2,2,3805,1088,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,4
12,256,32,1612,0,1107,-792,-8,-6,2,42,1,900,1900,-13,314,1900,801,797,3,3,3805,1088,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,4
13,264,33,1612,0,1107,-792,-8,-6,2,31,12,900,1900,-72,314,1900,812,805,4,4,3805,1088,52,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,70,30,4
14,272,34,1612,0,1107,-792,-8,-6,2,24,19,900,1900,-97,314,1900,804,802,5,5,9817,948,45,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,4
15,280,35,1612,0,1107,-792,-8,-6,2,9,34,900,1900,-130,314,1900,787,806,6,6,9817,948,45,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,4
16,288,36,1612,0,1104,-789,-6,-4,2,-9,53,900,1893,-164,314,1893,760,813,7,7,8476,948,47,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,30,4
17,296,37,1612,0,1104,-789,-6,-4,2,-19,63,900,1893,-177,314,1893,760,813,8,8,8476,1137,47,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,4
18,304,38,1612,0,1104,-789,-6,-4,2,-41,85,900,1893,-206,314,1893,731,827,9,9,8476,1137,47,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,4
19,312,39,1612,0,1095,-778,0,2,2,-54,98,900,1874,-222,317,1874,697,827,10,10,8446,961,45,1,0,3,1,70,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,4
