seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
177,2336,292,1211,0,762,101,0,0,0,-1409,985,900,864,49,864,661,723,590,45,36,4909,196,0,0,0,5,2,110,50,70,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,70,248,0
178,2344,293,1211,0,762,101,0,0,0,-1407,988,900,864,50,864,661,723,590,46,36,4909,196,0,0,0,5,2,110,50,70,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,70,248,0
179,2352,294,1211,0,762,101,0,0,0,-1401,993,900,864,57,864,661,712,605,47,36,5041,65,0,0,0,5,2,110,50,70,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,70,248,0
180,2360,295,1211,0,762,101,0,0,0,-1398,996,900,864,58,864,661,684,604,48,36,5041,65,0,0,0,5,2,110,50,70,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,70,248,0
181,2368,296,1975,665,1895,-511,0,0,0,-1390,0,0,0,68,1383,2406,665,600,0,0,4909,65,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
182,2376,297,1742,665,1650,-612,0,0,0,-1382,0,0,0,73,1038,2263,665,600,0,0,4909,346,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
183,2384,298,1509,665,1411,-553,0,0,0,-1380,0,0,0,63,858,1965,651,591,0,0,4909,346,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
184,2392,299,1276,665,1172,-268,0,0,0,-1381,0,0,0,18,904,1441,636,583,0,0,3155,11,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
185,2400,300,1043,665,933,-34,0,0,0,-1385,0,0,0,-21,898,967,627,573,0,0,3155,11,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
186,2408,301,810,665,686,139,0,0,0,-1393,0,0,0,-52,826,547,623,583,0,0,4909,11,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
187,2416,302,665,665,576,-14,0,0,0,-1395,0,0,0,-33,562,590,623,583,0,0,4909,11,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
188,2424,303,665,665,648,-100,0,0,0,-1395,0,0,0,-17,547,749,603,596,0,0,4909,11,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
189,2432,304,665,665,645,-208,0,0,0,-1394,0,0,0,0,437,853,597,614,0,0,6408,804,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
190,2440,305,665,665,647,-186,0,0,0,-1394,0,0,0,0,460,834,591,613,0,0,6408,804,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
191,2448,306,665,665,651,-170,0,0,0,-1394,0,0,0,-3,481,821,587,600,0,0,4909,804,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,70,248,0
192,2456,307,665,0,413,527,0,0,0,-1397,0,900,940,-15,940,-113,587,600,1,1,4909,947,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,5,74,307,0
193,2464,308,665,0,811,1038,0,0,0,-1399,0,900,1850,-22,1850,-227,577,584,2,2,4909,947,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,0,74,307,0
194,2472,309,665,0,811,1038,0,0,0,-1396,1,900,1850,8,1850,-227,557,571,3,3,5045,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,0,74,307,0
195,2480,310,665,0,811,1038,0,0,0,-1390,7,900,1850,51,1850,-227,537,558,4,4,5045,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,64,0,74,307,0
196,2488,311,665,0,811,1038,0,0,0,-1368,29,900,1850,150,1850,-227,537,558,5,5,4898,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,2,74,307,0
197,2496,312,665,0,811,1038,0,0,0,-1339,58,900,1850,233,1850,-227,521,551,6,6,4898,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,0,74,307,0
198,2504,313,665,0,811,1038,0,0,0,-1322,74,900,1850,266,1850,-227,520,524,7,7,4898,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,0,74,307,0
199,2512,314,665,0,811,1038,0,0,0,-1286,111,900,1850,326,1850,-227,537,485,8,8,5036,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,0,74,307,0
200,2520,315,665,0,783,1011,0,0,0,-1266,131,900,1795,351,1795,-227,568,433,9,9,5036,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,0,74,9,45,9,69,0,0,74,307,0
201,2528,316,665,0,706,934,0,0,0,-1223,174,900,1641,401,1641,-227,568,433,10,10,5036,20,0,5,0,3,2,74,50,70,0,3,2,2,0,0,1,5,1,74,9,45,9,69,0,0,74,307,0
202,2536,317,665,0,635,863,82,0,-82,-1175,221,900,1499,448,1499,-227,595,381,11,11,5659,156,3,5,1,3,2,86,50,70,0,3,2,2,0,0,0,5,1,86,9,45,9,69,11,0,74,307,0
203,2544,318,665,0,621,849,82,0,-82,-1151,245,900,1471,457,1471,-227,626,347,12,12,5659,156,3,5,1,3,2,86,50,70,0,3,2,2,0,0,0,5,0,86,9,45,9,69,11,0,74,307,0
204,2552,319,665,0,580,808,68,0,-68,-1101,296,900,1389,484,1389,-227,647,322,13,13,7151,231,4,5,1,3,2,90,50,70,0,3,2,2,0,0,0,5,0,90,9,45,9,69,11,0,74,307,0
205,2560,320,665,0,569,796,68,0,-68,-1076,321,900,1366,492,1366,-227,660,293,14,14,7151,231,4,5,1,3,2,90,50,70,0,3,2,2,0,0,0,5,0,90,9,45,9,69,11,0,74,307,0
206,2568,321,665,0,573,801,0,0,0,-1027,370,900,1374,489,1374,-227,660,293,15,15,4881,20,0,5,1,3,2,90,50,70,0,3,2,2,0,0,1,5,0,90,9,45,9,69,11,0,74,307,0
207,2576,322,665,0,589,817,0,0,0,-979,417,900,1406,479,1406,-227,671,269,16,16,4881,20,0,5,1,3,2,90,50,70,0,3,2,2,0,0,1,5,0,90,9,45,9,69,11,0,74,307,0
208,2584,323,665,0,630,858,0,0,0,-959,437,900,1489,451,1489,-227,684,249,17,17,4881,20,0,5,1,3,2,90,50,70,0,3,2,2,0,0,1,5,0,90,9,45,9,69,11,0,74,307,0
209,2592,324,665,0,548,775,-84,0,84,-905,492,900,1323,506,1323,-227,684,231,18,18,5340,118,1,5,1,3,2,104,50,70,0,3,2,2,0,0,0,5,0,104,9,45,9,69,7,0,74,307,0
210,2600,325,665,0,584,811,-84,0,84,-883,514,900,1395,482,1395,-227,684,231,19,19,5340,118,1,5,1,3,2,104,50,70,0,3,2,2,0,0,0,5,0,104,9,45,9,69,7,0,74,307,0
211,2608,326,665,0,588,815,-84,0,84,-835,562,900,1404,479,1404,-227,683,221,20,20,5340,118,1,5,1,3,2,104,50,70,0,3,2,2,0,0,0,5,0,104,9,45,9,69,7,0,74,307,0
212,2616,327,665,0,579,807,-68,20,88,-786,611,900,1387,485,1387,-227,671,199,21,21,7557,896,24,5,1,3,2,110,50,70,0,3,2,2,0,0,0,5,0,110,9,45,9,69,7,0,74,307,0
